,failure
26857,0.8190968881123187
26858,0.7881772291123059
26859,0.4649504674202135
26860,0.8354316603525074
26861,0.5701395251170795
26862,0.6399030910709524
26863,0.511849472180583
26864,0.7869651713217448
26865,0.6370452284107778
26866,0.7455710973334774
26867,0.570234567294033
26868,0.7074326947116671
26869,0.648541738487409
26870,0.5148134746113119
26871,0.732435775644826
26872,0.6218385763142636
26873,0.6993741682764028
26874,0.7463657630533242
26875,0.6483878164572002
26876,0.8105068056190784
26877,0.8273297652197835
26878,0.8539589277423846
26879,0.7953949548739997
26880,0.8100668888777838
26881,0.7362431105466083
26882,0.5885050649864544
26883,0.5724409115317032
26884,0.8050854215161066
26885,0.7041540743782679
26886,0.6904348754837244
26887,0.7536379499072954
26888,0.8338714401694334
26889,0.7574838746021159
26890,0.6714492832831446
26891,0.428556892274827
26892,0.49989398664392987
26893,0.6254267347785714
26894,0.7517348703476467
26895,0.7652440295363896
26896,0.6934756438199619
26897,0.7088854695984046
26898,0.6053535492110401
26899,0.606507025101659
26900,0.48428456402533837
26901,0.5959311634168261
26902,0.7146860955646488
26903,0.8005477678480021
26904,0.6260810646828661
26905,0.7323047508554599
26906,0.6212438350260812
26907,0.7459889944981154
26908,0.8443165348814169
26909,0.8533291632325561
26910,0.7805993900514496
26911,0.7377158083851647
26912,0.7022460971603373
26913,0.6411334946612768
26914,0.6541875948843185
26915,0.6241607477507991
26916,0.7258515408268741
26917,0.6143432612299591
26918,0.7257904982940674
26919,0.6868685255835171
26920,0.8622470530255244
26921,0.7848407336040036
26922,0.8838711567531645
26923,0.7007221502689064
26924,0.7004408204209496
26925,0.7098564990648898
26926,0.7627462304407014
26927,0.7437492633381131
26928,0.6163879534610589
26929,0.8583092066872983
26930,0.7772197154602986
26931,0.7264135098003417
26932,0.6124121100566806
26933,0.7165260947593604
26934,0.6668710626550459
26935,0.5742017646150417
26936,0.8006844476117208
26937,0.6826658821855315
26938,0.736111256704554
26939,0.8873568969175797
26940,0.5922356951170696
26941,0.5922243379717207
26942,0.66769177861183
26943,0.5523461501295963
26944,0.6354733751297328
26945,0.7985942614762233
26946,0.8397247468690187
26947,0.6134327853466718
26948,0.6845506283368363
26949,0.68435572218965
26950,0.4253987370125535
26951,0.6809010686379788
26952,0.8519799070093479
26953,0.7895881991031078
26954,0.5803467815492919
26955,0.7026962188640291
26956,0.6569672819757258
26957,0.6389990702366961
26958,0.5460221685780287
26959,0.6536068216727366
26960,0.735480485892508
26961,0.7005041083281495
26962,0.6847287500103991
26963,0.7902149969709082
26964,0.4593707180884742
26965,0.794911441266652
26966,0.7500164270926739
26967,0.7706129107467361
26968,0.853435478701729
26969,0.8725633752031862
26970,0.8395012647288644
26971,0.7777733248894093
26972,0.8433578191491137
26973,0.6663069625826045
26974,0.6821288729822913
26975,0.558173010544134
26976,0.6162155780589652
26977,0.6923598932232636
26978,0.7462331009830587
26979,0.5747888095695338
26980,0.8647215551522427
26981,0.7191910563864626
26982,0.6439102505486818
26983,0.7980359393567036
26984,0.8323009726902626
26985,0.6974434987121343
26986,0.9179339502902663
26987,0.7960261429997456
26988,0.61482179307088
26989,0.6935581097999299
26990,0.8762336991904178
26991,0.8236743035701573
26992,0.6757195767463937
26993,0.7930888560364661
26994,0.6003061355591911
26995,0.6656264075186683
26996,0.5442230971957508
26997,0.6172728742030538
26998,0.686783319290266
26999,0.7785114546613128
27000,0.5777313439034298
27001,0.7302027811018471
27002,0.7142938081590545
27003,0.6196165320475979
27004,0.6519000139773587
27005,0.7833064606807824
27006,0.6486640102366872
27007,0.6196479692871921
27008,0.7998223296903001
27009,0.8453776614501782
27010,0.7413780134733351
27011,0.7584631465486619
27012,0.7369422806303575
27013,0.8796638489342219
27014,0.6745570325983752
27015,0.8710294236379199
27016,0.6619288767459979
27017,0.5805360635653486
27018,0.5371377381811279
27019,0.7050783134497848
27020,0.8930717849177853
27021,0.835676228842069
27022,0.7937713355487654
27023,0.8747526725287211
27024,0.6373797042000747
27025,0.9065385595065807
27026,0.7298513070053577
27027,0.6638943369895005
27028,0.71673552854848
27029,0.7871041609845261
27030,0.9065943043334781
27031,0.7257708808752569
27032,0.7140366776803493
27033,0.7635631899472026
27034,0.7616530814513716
27035,0.5690643840994033
27036,0.576391405449969
27037,0.5006678541027455
27038,0.7776251779602342
27039,0.3465636295856497
27040,0.5093607364168012
27041,0.7608051773652422
27042,0.6179148917465853
27043,0.8181015654726156
27044,0.7151317974012035
27045,0.6140679713671248
27046,0.3646436058695157
27047,0.597092136347944
27048,0.742607245725766
27049,0.7644412155689262
27050,0.882761143479006
27051,0.6753202436792121
27052,0.7190388576924779
27053,0.5575674749508701
27054,0.7686547506812165
27055,0.7940613959664331
27056,0.49863046861733007
27057,0.7043843149830958
27058,0.8452310663661058
27059,0.6602259545544988
27060,0.5972795407728132
27061,0.8069124870612419
27062,0.865634905614274
27063,0.7262557459917874
27064,0.5695737739732402
27065,0.7254179190439958
27066,0.7333884089174396
27067,0.8046053717300942
27068,0.8168347853177155
27069,0.5743917614331812
27070,0.8316950811205058
27071,0.8110938593169166
27072,0.8198997902199376
27073,0.9621600727342602
27074,0.8793382769156959
27075,0.7691046713351272
27076,0.5591740589945535
27077,0.6952141692187822
27078,0.825113260491444
27079,0.6431928440564461
27080,0.7844890407781617
27081,0.6630346641158714
27082,0.7280930065260167
27083,0.806805870547854
27084,0.8639753530719245
27085,0.7739854086290805
27086,0.7337969395269802
27087,0.8365392692198944
27088,0.754347912488257
27089,0.5393111765317607
27090,0.7548783088802099
27091,0.6910698159518401
27092,0.7172872230841421
27093,0.7696130695004862
27094,0.7080577675801248
27095,0.7854940896649419
27096,0.7591797159117413
27097,0.8570135165899883
27098,0.6243900529486239
27099,0.4682841914035112
27100,0.8249785203452427
27101,0.815093699879174
27102,0.729229641671633
27103,0.7912038913551972
27104,0.7939739408122719
27105,0.4887102763693898
27106,0.7750454942513425
27107,0.8326453910767324
27108,0.6021088609361592
27109,0.5968578378953003
27110,0.6569142615551097
27111,0.8084542567738805
27112,0.6278429748990919
27113,0.6196126849583484
27114,0.6909094301303849
27115,0.8493240238155483
27116,0.7080205945581501
27117,0.5818376259813219
27118,0.6740372726312933
27119,0.7743853773605068
27120,0.7479109174589024
27121,0.7442673630410033
27122,0.7647535554571172
27123,0.7235314680235846
27124,0.92384970970386
27125,0.6574178694117693
27126,0.7592446178844452
27127,0.8198806473883378
27128,0.7845859535676092
27129,0.6467280971679131
27130,0.7852955296206698
27131,0.6439900538327709
27132,0.6241807333774134
27133,0.7055099624114782
27134,0.7514145543092012
27135,0.6500732168133946
27136,0.6848816161845828
27137,0.8007053143382173
27138,0.6099679331791191
27139,0.8511915624938717
27140,0.5663656138900236
27141,0.7145191607487087
27142,0.7351705770265226
27143,0.5835374100421241
27144,0.7662706326706435
27145,0.6967668432118613
27146,0.7260083206608311
27147,0.7631358579086321
27148,0.707349580975716
27149,0.7917925649583009
27150,0.5501143889155136
27151,0.7491556080046569
27152,0.7658761923708274
27153,0.6854089398486789
27154,0.850023341056598
27155,0.6710165714091489
27156,0.7545231475467656
27157,0.7803274443234852
27158,0.5644617003359678
27159,0.659423651229748
27160,0.8218758399948494
27161,0.7634805109399502
27162,0.7439138432168377
27163,0.6797240204210285
27164,0.6899835858697332
27165,0.4349354417820304
27166,0.7061654428167252
27167,0.7102313568178182
27168,0.78985610853252
27169,0.7703878716864098
27170,0.8314649895921152
27171,0.6614439657507919
27172,0.6152622758699816
27173,0.646190582066379
27174,0.6177852974262003
27175,0.7625477551316034
27176,0.5752142025576407
27177,0.817259405441815
27178,0.6269813495614415
27179,0.6746279523922168
27180,0.6488852091767583
27181,0.5960032431823603
27182,0.47300986424121655
27183,0.8106176329684223
27184,0.914191303058209
27185,0.845445114070092
27186,0.7445346272959752
27187,0.8370535346320253
27188,0.8825683705080443
27189,0.7231733159826677
27190,0.7842266556116516
27191,0.7354206209045113
27192,0.7373698489206085
27193,0.8315091648674636
27194,0.7059794395774067
27195,0.7505933699476465
27196,0.814383817996084
27197,0.8353404996314462
27198,0.3390013020722287
27199,0.7794152019166988
27200,0.6844879247291034
27201,0.46753476657241494
27202,0.633289547140862
27203,0.669623890863024
27204,0.5771782019292997
27205,0.5437837387884051
27206,0.6978258273780942
27207,0.8430710154432791
27208,0.7615726856771011
27209,0.7262473311194211
27210,0.7324723113539184
27211,0.6639754458020136
27212,0.7780799244643929
27213,0.46730755540693986
27214,0.8555880778334292
27215,0.7840159172408979
27216,0.4899764588028461
27217,0.5568308009460201
27218,0.7440160137627684
27219,0.6153775388081179
27220,0.725879398528418
27221,0.6707189893266009
27222,0.5788413711038719
27223,0.7919467130804954
27224,0.6047808802878347
27225,0.7045429744364767
27226,0.7429249003034171
27227,0.6311344216504847
27228,0.7852999485178945
27229,0.881534655078006
27230,0.7571202390679173
27231,0.6387637365595311
27232,0.810755573719097
27233,0.8210941668883491
27234,0.7491062651823635
27235,0.8665783268381804
27236,0.8929857069004642
27237,0.6376127044246314
27238,0.4642472692226993
27239,0.7353118596341478
27240,0.7061525387787554
27241,0.7269550999245944
27242,0.7051900998991144
27243,0.6533060086473621
27244,0.6010949828369219
27245,0.8545612232342435
27246,0.8431133478665838
27247,0.7990177670680356
27248,0.6666740517146917
27249,0.5296478407872656
27250,0.7437850425571421
27251,0.7876436623034998
27252,0.6386207126441503
27253,0.4408811977297821
27254,0.7609282663512668
27255,0.6468953356560234
27256,0.8021504796314657
27257,0.8018776521438977
27258,0.6671447886896413
27259,0.6701006217146194
27260,0.808813551114613
27261,0.506965725204836
27262,0.6724965871278276
27263,0.7939491823786383
27264,0.7237958036045454
27265,0.7203427751625611
27266,0.7360626913191758
27267,0.6756871596941822
27268,0.7252409950574457
27269,0.849843649498774
27270,0.6178940551401648
27271,0.705848090408861
27272,0.7921587096507451
27273,0.7733726572216937
27274,0.8046362484957585
27275,0.784365620470633
27276,0.8082888077382436
27277,0.6318040982628473
27278,0.7554944251607109
27279,0.6180492807675639
27280,0.8253280949557777
27281,0.6672694074328718
27282,0.5789929243993123
27283,0.7777547248251064
27284,0.8621557652899123
27285,0.9237380314177449
27286,0.7236741002545712
27287,0.7996637231660563
27288,0.8643491449264911
27289,0.6946764970115876
27290,0.8191375822096426
27291,0.8127373662754502
27292,0.6965783170257207
27293,0.7659797497833852
27294,0.8129097552288402
27295,0.729936010629091
27296,0.7853349699385241
27297,0.6869452474117408
27298,0.6279917729081571
27299,0.7761013083269563
27300,0.7360031649389792
27301,0.6544071166147849
27302,0.758107903588916
27303,0.7776339885759617
27304,0.8301949982760167
27305,0.5698446580534542
27306,0.5924410648110392
27307,0.6782098033716761
27308,0.7514104522635461
27309,0.703186028905142
27310,0.5130333077625746
27311,0.7029414947764157
27312,0.4852032370834401
27313,0.8228614907725083
27314,0.7250230954385638
27315,0.7334957915512453
27316,0.9238029021419027
27317,0.6308253209952197
27318,0.7091297605636669
27319,0.6544760595806942
27320,0.7445096906220015
27321,0.7897216104547053
27322,0.7803980773293286
27323,0.8027727847876952
27324,0.6330055969142271
27325,0.6108084014891134
27326,0.6528549593436982
27327,0.5047637474511227
27328,0.7590761987053988
27329,0.7464965140262271
27330,0.8366372651277058
27331,0.6267566055638725
27332,0.6922402922277613
27333,0.7811454012376615
27334,0.8348103655352322
27335,0.8382502226792997
27336,0.7741591081095379
27337,0.6412455557386391
27338,0.7628325218674759
27339,0.6741034897232894
27340,0.839271407167516
27341,0.45715652052551525
27342,0.8742175621827954
27343,0.7374375896670371
27344,0.6839975725459825
27345,0.7015799974484217
27346,0.7275431193580116
27347,0.5753065244150245
27348,0.7238630086564365
27349,0.5331218104914605
27350,0.6625546679068309
27351,0.7228292807207697
27352,0.6374378282093996
27353,0.8023980397647161
27354,0.676658117499615
27355,0.8464787768522171
27356,0.7205825446876063
27357,0.7384739396886142
27358,0.5184046543045853
27359,0.80932128138185
27360,0.7220768697883295
27361,0.7408906434450159
27362,0.7091387696861011
27363,0.7744613160984615
27364,0.6556810846881088
27365,0.8270787573887955
27366,0.8575308885273955
27367,0.7141502823787321
27368,0.6681725217779403
27369,0.6816370890238678
27370,0.7849699783483136
27371,0.6438489025673985
27372,0.822300493033324
27373,0.7970832897431038
27374,0.7834444637522855
27375,0.667405146519086
27376,0.7869191753003254
27377,0.7375974656653855
27378,0.8749344320501957
27379,0.808283788070545
27380,0.8130558621593145
27381,0.6764435912712443
27382,0.8063923813835451
27383,0.7547845195906195
27384,0.738230069898553
27385,0.6893956153875804
27386,0.7794599428914912
27387,0.5708093069703961
27388,0.8220866006799603
27389,0.7686394979479548
27390,0.7381267287967221
27391,0.7775755575942317
27392,0.8317030868576231
27393,0.6833357386054985
27394,0.776071134333919
27395,0.8090155734151858
27396,0.6991099566123076
27397,0.8037288636963416
27398,0.632674139049001
27399,0.7889045171801211
27400,0.8831019960896984
27401,0.630080535117963
27402,0.7752194457077096
27403,0.6241959015416111
27404,0.9389012112708849
27405,0.6082211993759838
27406,0.631758848609264
27407,0.8415635125168492
27408,0.7861123308978064
27409,0.5698856064250235
27410,0.5413432449453982
27411,0.4885037709630694
27412,0.7769280269446237
27413,0.6837928708221753
27414,0.5953198133853309
27415,0.8574113726318805
27416,0.5702415880116101
27417,0.7458639161342933
27418,0.6642563707091069
27419,0.6704279120062923
27420,0.8362676838501052
27421,0.7270064714308287
27422,0.8884272602615675
27423,0.5861704463646096
27424,0.7308453510836762
27425,0.7454533145007732
27426,0.7006416917191102
27427,0.801858307620163
27428,0.8902055850490221
27429,0.7011337154277438
27430,0.5914573597916681
27431,0.8737466676694198
27432,0.5782172174028071
27433,0.7910810809524805
27434,0.7292495112396057
27435,0.8253561255756994
27436,0.7877996789342585
27437,0.7042333603137028
27438,0.500921368249298
27439,0.6151282798473563
27440,0.7955699808404965
27441,0.4482199092649041
27442,0.6141674901628724
27443,0.7810262765114798
27444,0.7544199167231541
27445,0.8430571018793085
27446,0.5747044071217079
27447,0.7599377882051318
27448,0.779976847837091
27449,0.743801757033894
27450,0.8373719881619691
27451,0.8454412498739843
27452,0.7567521984303105
27453,0.8635735956925596
27454,0.7816336456333081
27455,0.6518937149349783
27456,0.7693457100661045
27457,0.714678389191292
27458,0.7019163165995783
27459,0.7284067538836688
27460,0.7610424961733865
27461,0.7753370804444037
27462,0.7980158432721034
27463,0.42904731740214225
27464,0.8291703667059401
27465,0.6325543576948878
27466,0.8696024566625523
27467,0.6202585923748123
27468,0.6948287685206989
27469,0.8134450323479063
27470,0.563275286477025
27471,0.7450277170581063
27472,0.5790694834440034
27473,0.6295619104493949
27474,0.7543809179717981
27475,0.6401034063529875
27476,0.8819713735478855
27477,0.7461965966379012
27478,0.8060750637604246
27479,0.8881679178316301
27480,0.6150787554509772
27481,0.8045081340524847
27482,0.7203324097264328
27483,0.603972578658534
27484,0.8162193710417259
27485,0.8096311366015714
27486,0.7503723292235456
27487,0.3858760332731184
27488,0.6375330962909624
27489,0.5252055525652559
27490,0.48311020763211754
27491,0.8819563574938355
27492,0.6235959020755271
27493,0.8089400372161231
27494,0.9069477396603537
27495,0.751292580296636
27496,0.6632087882541743
27497,0.836824193215545
27498,0.8026359536373477
27499,0.7754892073618511
27500,0.799474803505799
27501,0.8735783290789499
27502,0.7348048595356836
27503,0.8485280773922335
27504,0.604771088915441
27505,0.5451008659464817
27506,0.803568087111053
27507,0.7538531512513391
27508,0.6602144935566957
27509,0.6078489614067594
27510,0.5917362412085811
27511,0.7286102664680189
27512,0.58354069866352
27513,0.773181453368986
27514,0.7986490703250909
27515,0.8028894256837816
27516,0.7867709909524999
27517,0.5899215123745701
27518,0.533638582587757
27519,0.8797116782372384
27520,0.6813063820453598
27521,0.6913703120259737
27522,0.6555057490308951
27523,0.7989478082906883
27524,0.8389413417763417
27525,0.8787173135667009
27526,0.8386681036770107
27527,0.8887625729297522
27528,0.8405557433863896
27529,0.69968435601718
27530,0.7452193181476429
27531,0.6619517832578302
27532,0.6178056767316468
27533,0.8856827490543739
27534,0.5892086336718555
27535,0.6473541003549149
27536,0.8042209649864968
27537,0.8150656581757182
27538,0.726096330464531
27539,0.789437485383371
27540,0.8290764973300728
27541,0.61152776999534
27542,0.7033925637877554
27543,0.7420056222222916
27544,0.7339314786268897
27545,0.7000565483009888
27546,0.6237057087891836
27547,0.7362972835125852
27548,0.8323569761461221
27549,0.6504555551354657
27550,0.719204552919467
27551,0.48210236626349284
27552,0.6209078140972416
27553,0.833024527890203
27554,0.6325809016248503
27555,0.6351453404424795
27556,0.7934473088374789
27557,0.7398316173558839
27558,0.7310908955622493
27559,0.9212505515429895
27560,0.7131054035688545
27561,0.77407231297632
27562,0.8349153515530946
27563,0.7828909145772257
27564,0.7966090661877844
27565,0.712007674504267
27566,0.5851881009068561
27567,0.6219238561945175
27568,0.6009509951563538
27569,0.6388089274068119
27570,0.7455497022726832
27571,0.8340908501272796
27572,0.7779557015203127
27573,0.8667345710224944
27574,0.6963537214727705
27575,0.7871174744221091
27576,0.8822205554839756
27577,0.6070159927675165
27578,0.8563988310281544
27579,0.7714346966194042
27580,0.5353117940561217
27581,0.71743679426403
27582,0.6935423738377563
27583,0.7688573512632064
27584,0.7109980194521185
27585,0.8313647475142144
27586,0.6112379219073477
27587,0.8341036282316343
27588,0.7305242531163947
27589,0.7128419367571323
27590,0.534547390967572
27591,0.7787639027541884
27592,0.6990490640554037
27593,0.8814036436175797
27594,0.5883746621102415
27595,0.7928607895478663
27596,0.5642772784509299
27597,0.7728386761084938
27598,0.8779284422510699
27599,0.871492430615786
27600,0.6540426875217733
27601,0.4288474057368268
27602,0.593420449331838
27603,0.8392505147280803
27604,0.85594484957877
27605,0.49647910112809185
27606,0.7112535272673915
27607,0.7637042825436107
27608,0.6130013699212723
27609,0.7936129211304065
27610,0.719282169802058
27611,0.675371349934944
27612,0.7016542708946719
27613,0.7898589664891967
27614,0.8365336741130379
27615,0.5746412122282591
27616,0.8043766914281124
27617,0.8522830851638173
27618,0.5971448002397444
27619,0.6441230618657384
27620,0.8469879158307246
27621,0.745911338593286
27622,0.6710024867651908
27623,0.5283705579133148
27624,0.8197600720058169
27625,0.70140112625197
27626,0.7581909560981129
27627,0.8645052467932198
27628,0.6798131155460666
27629,0.6865727320599477
27630,0.6876877653707544
27631,0.8500621074580101
27632,0.8411211554338497
27633,0.6799851170740477
27634,0.9177439598280273
27635,0.5908061773903116
27636,0.5886293864857611
27637,0.6923014347881361
27638,0.7474001019137421
27639,0.8661258648961435
27640,0.8818749344297632
27641,0.6038722523833143
27642,0.7653543551687274
27643,0.706201056033693
27644,0.7468140566810172
27645,0.700085440304541
27646,0.6440782008904407
27647,0.8956770680024703
27648,0.719870161069175
27649,0.663547522920074
27650,0.7186735625374089
27651,0.6297378709579687
27652,0.5658299370448918
27653,0.6447741753064785
27654,0.7090283963577908
27655,0.6629379999923878
27656,0.8319289113412108
27657,0.7356640505446369
27658,0.6887956375906517
27659,0.7406941344441798
27660,0.8103081656566635
27661,0.7027588135373781
27662,0.8561517618039047
27663,0.6363865197516818
27664,0.7068587943148336
27665,0.7421989265124637
27666,0.7497499925868394
27667,0.8362402866496401
27668,0.7489956314471901
27669,0.7935060127192954
27670,0.7484968079518611
27671,0.836532355965863
27672,0.7108826643351486
27673,0.7570983513740547
27674,0.6879344344583547
27675,0.7842978788190699
27676,0.8289940282222528
27677,0.7833895602585079
27678,0.7793788895932076
27679,0.8050652922967588
27680,0.8978835990523907
27681,0.7200482465772792
27682,0.7591440339556593
27683,0.7105205328632349
27684,0.7297700203846179
27685,0.7824576790910985
27686,0.6077887189471833
27687,0.5509162113200249
27688,0.7892147923243802
27689,0.7138625046435486
27690,0.7859336865430567
27691,0.8266271288642368
27692,0.7722646681096801
27693,0.7862065898095463
27694,0.7117686132639701
27695,0.6892921087997721
27696,0.8652547886615994
27697,0.9111049708640208
27698,0.6400641980389487
27699,0.6950526191386012
27700,0.5737363380592924
27701,0.7258231944019854
27702,0.7018128520698335
27703,0.5856156207827198
27704,0.8109828280288716
27705,0.7785496427002007
27706,0.7274763886100426
27707,0.6819413142432688
27708,0.8422034547522508
27709,0.6329824974771441
27710,0.6513417500930846
27711,0.8576027453811317
27712,0.8617068744408172
27713,0.7292356888264437
27714,0.6784016585943744
27715,0.6920304974380985
27716,0.8212393672458486
27717,0.6646285091201569
27718,0.6730652206388492
27719,0.5503654168136626
27720,0.826647042823998
27721,0.6771576180612092
27722,0.6552089548546749
27723,0.6654413257283407
27724,0.7351342600589886
27725,0.5593518922852618
27726,0.8422816342834483
27727,0.8664116988955304
27728,0.6595791262071098
27729,0.6288930833553694
27730,0.6551098896037706
27731,0.4178954489229357
27732,0.5807909250483797
27733,0.8173707508175124
27734,0.5366906572460175
27735,0.7604017827197785
27736,0.8434083480460667
27737,0.7777311242126235
27738,0.6526790947666465
27739,0.7347727975004833
27740,0.6528566762173778
27741,0.4770121091470034
27742,0.830498209857974
27743,0.8637270935027811
27744,0.8738750434976387
27745,0.8087624210035054
27746,0.7477975418809166
