id,failure
27194,1
27195,0
27196,0
27197,0
27198,0
27199,0
27200,0
27201,1
27202,1
27203,0
27204,0
27205,0
27206,0
27207,0
27208,0
27209,0
27210,0
27211,0
27212,0
27213,1
27214,0
27215,0
27216,0
27217,0
27218,0
27219,0
27220,1
27221,0
27222,0
27223,0
27224,0
27225,0
27226,0
27227,1
27228,0
27229,0
27230,0
27231,1
27232,1
27233,0
27234,0
27235,0
27236,0
27237,0
27238,1
27239,0
27240,0
27241,0
27242,0
27243,0
27244,1
27245,1
27246,0
27247,0
27248,0
27249,0
27250,0
27251,0
27252,0
27253,0
27254,0
27255,1
27256,1
27257,0
27258,0
27259,0
27260,1
27261,0
27262,1
27263,0
27264,1
27265,0
27266,0
27267,0
27268,0
27269,0
27270,0
27271,0
27272,0
27273,0
27274,0
27275,0
27276,0
27277,0
27278,0
27279,0
27280,0
27281,0
27282,0
27283,0
27284,0
27285,0
27286,0
27287,1
27288,0
27289,0
27290,0
27291,0
27292,0
27293,1
27294,0
27295,0
27296,0
27297,1
27298,1
27299,0
27300,0
27301,1
27302,1
27303,1
27304,0
27305,0
27306,0
27307,0
27308,1
27309,0
27310,0
27311,1
27312,1
27313,0
27314,0
27315,1
27316,1
27317,0
27318,0
27319,0
27320,0
27321,0
27322,1
27323,0
27324,0
27325,1
27326,0
27327,0
27328,0
27329,0
27330,1
27331,1
27332,0
27333,1
27334,0
27335,0
27336,0
27337,0
27338,1
27339,0
27340,0
27341,0
27342,0
27343,1
27344,1
27345,0
27346,0
27347,0
27348,1
27349,0
27350,0
27351,1
27352,1
27353,0
27354,1
27355,0
27356,0
27357,0
27358,0
27359,1
27360,0
27361,1
27362,0
27363,1
27364,1
27365,0
27366,0
27367,0
27368,0
27369,0
27370,0
27371,0
27372,0
27373,0
27374,1
27375,0
27376,1
27377,0
27378,0
27379,0
27380,1
27381,1
27382,0
27383,1
27384,0
27385,0
27386,0
27387,1
27388,1
27389,1
27390,0
27391,0
27392,0
27393,1
27394,0
27395,0
27396,0
27397,0
27398,0
27399,0
27400,1
27401,0
27402,0
27403,0
27404,0
27405,0
27406,0
27407,1
27408,1
27409,1
27410,0
27411,0
27412,0
27413,0
27414,0
27415,1
27416,0
27417,0
27418,1
27419,0
27420,1
27421,1
27422,0
27423,0
27424,0
27425,0
27426,0
27427,0
27428,0
27429,0
27430,0
27431,1
27432,0
27433,1
27434,0
27435,0
27436,0
27437,0
27438,0
27439,0
27440,0
27441,0
27442,0
27443,0
27444,0
27445,1
27446,0
27447,1
27448,1
27449,1
27450,0
27451,0
27452,0
27453,0
27454,1
27455,0
27456,0
27457,0
27458,0
27459,0
27460,0
27461,0
27462,0
27463,0
27464,0
27465,0
27466,0
27467,0
27468,1
27469,0
27470,1
27471,0
27472,0
27473,1
27474,0
27475,1
27476,1
27477,1
27478,0
27479,1
27480,1
27481,1
27482,0
27483,0
27484,1
27485,0
27486,1
27487,1
27488,0
27489,0
27490,1
27491,1
27492,0
27493,1
27494,1
27495,0
27496,1
27497,0
27498,1
27499,0
27500,1
27501,0
27502,0
27503,0
27504,0
27505,0
27506,0
27507,0
27508,0
27509,0
27510,1
27511,0
27512,0
27513,0
27514,0
27515,1
27516,0
27517,1
27518,0
27519,1
27520,1
27521,1
27522,0
27523,0
27524,0
27525,0
27526,0
27527,0
27528,0
27529,0
27530,0
27531,0
27532,1
27533,1
27534,1
27535,0
27536,1
27537,1
27538,0
27539,0
27540,0
27541,0
27542,0
27543,0
27544,1
27545,0
27546,1
27547,1
27548,1
27549,0
27550,0
27551,0
27552,1
27553,1
27554,1
27555,0
27556,0
27557,0
27558,0
27559,0
27560,0
27561,0
27562,1
27563,0
27564,0
27565,0
27566,1
27567,0
27568,1
27569,0
27570,1
27571,1
27572,0
27573,0
27574,1
27575,1
27576,0
27577,0
27578,0
27579,0
27580,0
27581,0
27582,0
27583,0
27584,0
27585,0
27586,0
27587,0
27588,0
27589,0
27590,0
27591,1
27592,0
27593,1
27594,0
27595,0
27596,0
27597,0
27598,0
27599,0
27600,0
27601,1
27602,0
27603,0
27604,0
27605,0
27606,0
27607,0
27608,0
27609,1
27610,0
27611,0
27612,1
27613,0
27614,0
27615,1
27616,0
27617,0
27618,0
27619,1
27620,0
27621,1
27622,1
27623,1
27624,0
27625,0
27626,0
27627,0
27628,0
27629,1
27630,0
27631,0
27632,0
27633,0
27634,0
27635,1
27636,0
27637,0
27638,0
27639,1
27640,0
27641,0
27642,0
27643,0
27644,0
27645,0
27646,1
27647,0
27648,0
27649,1
27650,0
27651,0
27652,0
27653,0
27654,0
27655,0
27656,0
27657,0
27658,1
27659,1
27660,0
27661,1
27662,0
27663,0
27664,0
27665,0
27666,0
27667,0
27668,0
27669,0
27670,0
27671,1
27672,0
27673,0
27674,0
27675,0
27676,0
27677,0
27678,0
27679,0
27680,0
27681,0
27682,0
27683,1
27684,0
27685,0
27686,0
27687,0
27688,0
27689,0
27690,0
27691,0
27692,0
27693,1
27694,0
27695,0
27696,1
27697,1
27698,0
27699,0
27700,0
27701,1
27702,0
27703,0
27704,0
27705,0
27706,0
27707,0
27708,1
27709,0
27710,0
27711,0
27712,0
27713,0
27714,0
27715,1
27716,0
27717,0
27718,0
27719,0
27720,0
27721,0
27722,0
27723,1
27724,1
27725,1
27726,0
27727,0
27728,0
27729,0
27730,0
27731,0
27732,0
27733,1
27734,0
27735,1
27736,1
27737,0
27738,0
27739,0
27740,0
27741,0
27742,1
27743,1
27744,1
27745,0
27746,0
27747,0
27748,0
27749,0
27750,0
27751,0
27752,1
27753,0
27754,1
27755,1
27756,0
27757,0
27758,0
27759,0
27760,0
27761,0
27762,0
27763,1
27764,1
27765,1
27766,0
27767,0
27768,0
27769,0
27770,1
27771,0
27772,0
27773,0
27774,0
27775,1
27776,0
27777,0
27778,0
27779,0
27780,0
27781,0
27782,0
27783,1
27784,0
27785,1
27786,1
27787,0
27788,0
27789,1
27790,0
27791,0
27792,0
27793,0
27794,0
27795,0
27796,0
27797,0
27798,0
27799,1
27800,0
27801,0
27802,0
27803,0
27804,0
27805,1
27806,1
27807,1
27808,1
27809,0
27810,0
27811,0
27812,1
27813,0
27814,0
27815,1
27816,0
27817,1
27818,1
27819,0
27820,0
27821,0
27822,0
27823,0
27824,0
27825,1
27826,1
27827,1
27828,0
27829,1
27830,0
27831,1
27832,0
27833,0
27834,0
27835,0
27836,1
27837,0
27838,1
27839,0
27840,0
27841,0
27842,0
27843,1
27844,1
27845,1
27846,0
27847,1
27848,0
27849,0
27850,1
27851,1
27852,0
27853,0
27854,0
27855,0
27856,0
27857,0
27858,0
27859,0
27860,0
27861,0
27862,0
27863,0
27864,0
27865,0
27866,0
27867,0
27868,0
27869,0
27870,0
27871,0
27872,0
27873,0
27874,1
27875,1
27876,0
27877,0
27878,0
27879,1
27880,0
27881,0
27882,0
27883,0
27884,0
27885,1
27886,0
27887,0
27888,0
27889,1
27890,1
27891,1
27892,1
27893,1
27894,0
27895,0
27896,0
27897,1
27898,0
27899,0
27900,1
27901,0
27902,0
27903,1
27904,0
27905,1
27906,0
27907,0
27908,1
27909,0
27910,0
27911,0
27912,1
27913,0
27914,0
27915,0
27916,0
27917,0
27918,0
27919,0
27920,0
27921,0
27922,0
27923,0
27924,1
27925,0
27926,0
27927,0
27928,0
27929,0
27930,0
27931,0
27932,0
27933,0
27934,1
27935,1
27936,1
27937,1
27938,1
27939,0
27940,1
27941,0
27942,0
27943,0
27944,0
27945,0
27946,1
27947,0
27948,0
27949,0
27950,0
27951,0
27952,0
27953,0
27954,1
27955,0
27956,0
27957,0
27958,0
27959,1
27960,0
27961,0
27962,0
27963,0
27964,0
27965,1
27966,0
27967,0
27968,0
27969,0
27970,0
27971,0
27972,1
27973,0
27974,0
27975,1
27976,0
27977,0
27978,0
27979,1
27980,0
27981,0
27982,0
27983,0
27984,1
27985,0
27986,0
27987,0
27988,1
27989,0
27990,0
27991,0
27992,1
27993,0
27994,0
27995,0
27996,0
27997,0
27998,0
27999,0
28000,1
28001,0
28002,0
28003,0
28004,1
28005,1
28006,0
28007,0
28008,0
28009,1
28010,0
28011,1
28012,0
28013,0
28014,0
28015,1
28016,0
28017,0
28018,0
28019,0
28020,1
28021,0
28022,0
28023,0
28024,1
28025,0
28026,0
28027,0
28028,1
28029,0
28030,0
28031,0
28032,1
28033,0
28034,0
28035,0
28036,0
28037,0
28038,0
28039,0
28040,0
28041,0
28042,0
28043,1
28044,0
28045,0
28046,0
28047,1
28048,1
28049,0
28050,1
28051,0
28052,1
28053,1
28054,0
28055,1
28056,1
28057,1
28058,0
28059,0
28060,0
28061,0
28062,1
28063,0
28064,0
28065,1
28066,1
28067,0
28068,1
28069,0
28070,1
28071,0
28072,0
28073,0
28074,1
28075,0
28076,0
28077,0
28078,1
28079,0
28080,0
28081,0
28082,0
28083,0
28084,0
28085,0
28086,0
28087,1
28088,0
28089,1
28090,0
28091,0
28092,0
28093,1
28094,0
28095,0
28096,0
28097,0
28098,0
28099,0
28100,0
28101,0
28102,0
28103,0
28104,0
28105,0
28106,0
28107,0
28108,0
28109,0
28110,1
28111,0
28112,1
28113,0
28114,0
28115,0
28116,0
28117,0
28118,0
28119,1
28120,0
28121,1
28122,0
28123,0
28124,0
28125,0
28126,1
28127,0
28128,1
28129,0
28130,0
28131,0
28132,1
28133,0
28134,1
28135,0
28136,0
28137,1
28138,0
28139,0
28140,1
28141,1
28142,0
28143,0
28144,0
28145,0
28146,0
28147,0
28148,1
28149,0
28150,0
28151,0
28152,0
28153,0
28154,0
28155,0
28156,1
28157,1
28158,0
28159,1
28160,0
28161,0
28162,1
28163,0
28164,0
28165,0
28166,0
28167,0
28168,1
28169,1
28170,1
28171,0
28172,0
28173,0
28174,1
28175,0
28176,0
28177,1
28178,0
28179,1
28180,0
28181,0
28182,0
28183,1
28184,0
28185,0
28186,0
28187,1
28188,0
28189,0
28190,0
28191,1
28192,0
28193,0
28194,0
28195,1
28196,1
28197,1
28198,0
28199,1
28200,0
28201,0
28202,0
28203,0
28204,0
28205,0
28206,0
28207,0
28208,0
28209,1
28210,0
28211,0
28212,0
28213,1
28214,0
28215,1
28216,0
28217,0
28218,0
28219,0
28220,1
28221,1
28222,1
28223,0
28224,0
28225,0
28226,0
28227,0
28228,0
28229,1
28230,0
28231,0
28232,0
28233,0
28234,0
28235,0
28236,0
28237,0
28238,1
28239,0
28240,0
28241,0
28242,1
28243,1
28244,0
28245,0
28246,0
28247,1
28248,0
28249,0
28250,0
28251,0
28252,0
28253,0
28254,1
28255,1
28256,1
28257,0
28258,1
28259,0
28260,0
28261,1
28262,0
28263,0
28264,1
28265,0
28266,1
28267,1
28268,0
28269,0
28270,0
28271,0
28272,0
28273,1
28274,1
28275,0
28276,0
28277,0
28278,0
28279,0
28280,0
28281,1
28282,0
28283,0
28284,1
28285,0
28286,0
28287,0
28288,0
28289,0
28290,1
28291,0
28292,0
28293,0
28294,0
28295,0
28296,0
28297,0
28298,1
28299,0
28300,0
28301,0
28302,1
28303,0
28304,1
28305,0
28306,0
28307,0
28308,0
28309,1
28310,1
28311,0
28312,0
28313,0
28314,0
28315,1
28316,0
28317,0
28318,1
28319,0
28320,1
28321,1
28322,1
28323,0
28324,0
28325,1
28326,0
28327,0
28328,0
28329,0
28330,0
28331,0
28332,0
28333,0
28334,1
28335,1
28336,0
28337,0
28338,1
28339,1
28340,0
28341,1
28342,0
28343,0
28344,0
28345,1
28346,0
28347,0
28348,0
28349,0
28350,0
28351,0
28352,0
28353,1
28354,0
28355,0
28356,0
28357,0
28358,0
28359,0
28360,0
28361,0
28362,0
28363,0
28364,0
28365,1
28366,0
28367,0
28368,0
28369,0
28370,0
28371,0
28372,0
28373,0
28374,0
28375,0
28376,0
28377,1
28378,0
28379,0
28380,1
28381,0
28382,0
28383,0
28384,0
28385,0
28386,1
28387,0
28388,1
28389,0
28390,0
28391,1
28392,0
28393,1
28394,0
28395,0
28396,1
28397,0
28398,0
28399,0
28400,0
28401,1
28402,0
28403,0
28404,1
28405,0
28406,1
28407,0
28408,0
28409,0
28410,0
28411,0
28412,1
28413,0
28414,0
28415,0
28416,0
28417,0
28418,1
28419,0
28420,0
28421,0
28422,0
28423,1
28424,0
28425,0
28426,1
28427,1
28428,0
28429,0
28430,0
28431,0
28432,1
28433,0
28434,0
28435,1
28436,0
28437,0
28438,0
28439,1
28440,1
28441,1
28442,0
28443,0
28444,1
28445,0
28446,0
28447,1
28448,1
28449,0
28450,0
28451,0
28452,0
28453,1
28454,0
28455,0
28456,0
28457,0
28458,1
28459,0
28460,1
28461,0
28462,0
28463,1
28464,0
28465,0
28466,0
28467,0
28468,0
28469,1
28470,0
28471,0
28472,0
28473,1
28474,0
28475,1
28476,0
28477,0
28478,0
28479,0
28480,0
28481,0
28482,0
28483,1
28484,1
28485,0
28486,0
28487,0
28488,0
28489,0
28490,0
28491,0
28492,1
28493,1
28494,0
28495,0
28496,1
28497,0
28498,0
28499,0
28500,0
28501,1
28502,1
28503,1
28504,0
28505,0
28506,1
28507,0
28508,0
28509,0
28510,0
28511,1
28512,0
28513,0
28514,1
28515,1
28516,0
28517,0
28518,0
28519,0
28520,0
28521,0
28522,0
28523,0
28524,0
28525,0
28526,0
28527,1
28528,0
28529,0
28530,1
28531,1
28532,0
28533,0
28534,0
28535,0
28536,0
28537,0
28538,1
28539,1
28540,0
28541,0
28542,0
28543,1
28544,0
28545,0
28546,0
28547,0
28548,1
28549,1
28550,0
28551,0
28552,1
28553,0
28554,0
28555,0
28556,0
28557,0
28558,0
28559,0
28560,0
28561,1
28562,0
28563,0
28564,1
28565,0
28566,0
28567,0
28568,0
28569,0
28570,1
28571,0
28572,0
28573,0
28574,0
28575,0
28576,0
28577,0
28578,0
28579,1
28580,1
28581,1
28582,1
28583,0
28584,0
28585,0
28586,0
28587,1
28588,0
28589,0
28590,0
28591,0
28592,0
28593,0
28594,0
28595,0
28596,1
28597,0
28598,0
28599,0
28600,0
28601,0
28602,1
28603,0
28604,1
28605,1
28606,0
28607,0
28608,0
28609,1
28610,1
28611,0
28612,1
28613,1
28614,0
28615,1
28616,1
28617,0
28618,0
28619,1
28620,0
28621,0
28622,0
28623,1
28624,0
28625,1
28626,1
28627,0
28628,0
28629,0
28630,0
28631,0
28632,0
28633,0
28634,1
28635,0
28636,0
28637,1
28638,0
28639,0
28640,0
28641,0
28642,1
28643,1
28644,0
28645,0
28646,0
28647,1
28648,0
28649,0
28650,0
28651,0
28652,0
28653,1
28654,0
28655,0
28656,0
28657,0
28658,0
28659,0
28660,0
28661,0
28662,0
28663,0
28664,0
28665,1
28666,0
28667,1
28668,0
28669,1
28670,0
28671,1
28672,0
28673,0
28674,0
28675,0
28676,1
28677,0
28678,0
28679,0
28680,0
28681,0
28682,0
28683,1
28684,0
28685,0
28686,1
28687,0
28688,0
28689,1
28690,0
28691,0
28692,0
28693,0
28694,0
28695,0
28696,0
28697,0
28698,0
28699,0
28700,0
28701,0
28702,0
28703,0
28704,0
28705,0
28706,0
28707,0
28708,0
28709,0
28710,0
28711,0
28712,0
28713,0
28714,1
28715,0
28716,0
28717,0
28718,0
28719,0
28720,0
28721,0
28722,0
28723,1
28724,1
28725,0
28726,1
28727,0
28728,0
28729,0
28730,1
28731,0
28732,0
28733,1
28734,0
28735,0
28736,0
28737,0
28738,0
28739,1
28740,0
28741,1
28742,0
28743,0
28744,1
28745,1
28746,1
28747,0
28748,0
28749,0
28750,0
28751,1
28752,0
28753,0
28754,1
28755,0
28756,0
28757,0
28758,0
28759,0
28760,1
28761,0
28762,1
28763,0
28764,0
28765,0
28766,0
28767,0
28768,1
28769,1
28770,0
28771,0
28772,0
28773,0
28774,0
28775,0
28776,0
28777,0
28778,1
28779,0
28780,0
28781,0
28782,0
28783,0
28784,0
28785,0
28786,0
28787,1
28788,1
28789,0
28790,1
28791,1
28792,0
28793,1
28794,0
28795,1
28796,0
28797,0
28798,0
28799,0
28800,1
28801,0
28802,1
28803,0
28804,1
28805,0
28806,0
28807,0
28808,0
28809,0
28810,0
28811,1
28812,1
28813,1
28814,0
28815,0
28816,0
28817,0
28818,0
28819,1
28820,0
28821,1
28822,0
28823,1
28824,0
28825,0
28826,0
28827,1
28828,0
28829,0
28830,0
28831,1
28832,1
28833,0
28834,0
28835,0
28836,0
28837,0
28838,0
28839,0
28840,1
28841,0
28842,0
28843,1
28844,0
28845,0
28846,1
28847,1
28848,1
28849,0
28850,0
28851,0
28852,0
28853,0
28854,1
28855,1
28856,0
28857,1
28858,0
28859,0
28860,1
28861,0
28862,1
28863,0
28864,0
28865,0
28866,0
28867,0
28868,0
28869,0
28870,0
28871,0
28872,0
28873,1
28874,1
28875,1
28876,0
28877,0
28878,0
28879,0
28880,0
28881,0
28882,0
28883,0
28884,0
28885,0
28886,0
28887,0
28888,0
28889,0
28890,0
28891,1
28892,0
28893,0
28894,0
28895,0
28896,0
28897,0
28898,0
28899,1
28900,0
28901,0
28902,1
28903,0
28904,0
28905,0
28906,1
28907,1
28908,0
28909,0
28910,0
28911,0
28912,0
28913,0
28914,0
28915,0
28916,1
28917,0
28918,0
28919,0
28920,0
28921,1
28922,1
28923,1
28924,0
28925,0
28926,1
28927,0
28928,1
28929,0
28930,0
28931,0
28932,1
28933,0
28934,1
28935,0
28936,0
28937,0
28938,0
28939,1
28940,1
28941,0
28942,1
28943,0
28944,1
28945,0
28946,0
28947,1
28948,0
28949,1
28950,0
28951,0
28952,0
28953,0
28954,0
28955,0
28956,0
28957,0
28958,0
28959,0
28960,0
28961,0
28962,0
28963,0
28964,0
28965,1
28966,0
28967,0
28968,0
28969,1
28970,0
28971,1
28972,0
28973,0
28974,0
28975,0
28976,1
28977,1
28978,0
28979,0
28980,0
28981,1
28982,0
28983,0
28984,0
28985,1
28986,1
28987,0
28988,1
28989,0
28990,0
28991,0
28992,0
28993,0
28994,0
28995,1
28996,1
28997,0
28998,0
28999,0
29000,0
29001,0
29002,0
29003,0
29004,0
29005,0
29006,0
29007,0
29008,0
29009,1
29010,0
29011,1
29012,1
29013,0
29014,0
29015,0
29016,0
29017,0
29018,0
29019,1
29020,0
29021,0
29022,0
29023,1
29024,1
29025,0
29026,1
29027,0
29028,0
29029,0
29030,0
29031,0
29032,0
29033,0
29034,1
29035,0
29036,0
29037,0
29038,0
29039,0
29040,1
29041,0
29042,0
29043,0
29044,0
29045,0
29046,0
29047,0
29048,1
29049,0
29050,0
29051,0
29052,0
29053,1
29054,0
29055,0
29056,0
29057,0
29058,0
29059,0
29060,0
29061,0
29062,1
29063,1
29064,1
29065,0
29066,1
29067,0
29068,0
29069,0
29070,0
29071,1
29072,0
29073,1
29074,1
29075,0
29076,0
29077,1
29078,1
29079,0
29080,0
29081,0
29082,1
29083,0
29084,0
29085,0
29086,1
29087,0
29088,0
29089,1
29090,0
29091,0
29092,0
29093,0
29094,1
29095,1
29096,0
29097,0
29098,0
29099,0
29100,0
29101,0
29102,0
29103,0
29104,0
29105,0
29106,0
29107,0
29108,0
29109,0
29110,1
29111,0
29112,0
29113,0
29114,0
29115,0
29116,1
29117,0
29118,0
29119,0
29120,1
29121,0
29122,1
29123,1
29124,1
29125,0
29126,1
29127,1
29128,0
29129,1
29130,0
29131,0
29132,0
29133,0
29134,0
29135,0
29136,0
29137,0
29138,0
29139,0
29140,0
29141,1
29142,0
29143,0
29144,0
29145,0
29146,0
29147,0
29148,0
29149,0
29150,0
29151,0
29152,0
29153,0
29154,0
29155,0
29156,1
29157,1
29158,0
29159,1
29160,0
29161,0
29162,0
29163,1
29164,1
29165,0
29166,0
29167,0
29168,0
29169,1
29170,0
29171,0
29172,0
29173,1
29174,1
29175,0
29176,0
29177,0
29178,0
29179,0
29180,0
29181,1
29182,0
29183,1
29184,0
29185,0
29186,0
29187,1
29188,0
29189,1
29190,0
29191,0
29192,0
29193,0
29194,0
29195,1
29196,0
29197,0
29198,0
29199,1
29200,1
29201,0
29202,0
29203,1
29204,1
29205,1
29206,0
29207,1
29208,0
29209,0
29210,0
29211,0
29212,0
29213,0
29214,0
29215,0
29216,0
29217,1
29218,0
29219,0
29220,0
29221,0
29222,0
29223,1
29224,0
29225,0
29226,1
29227,0
29228,0
29229,0
29230,1
29231,0
29232,0
29233,1
29234,0
29235,1
29236,1
29237,0
29238,0
29239,1
29240,1
29241,0
29242,0
29243,0
29244,1
29245,0
29246,0
29247,0
29248,0
29249,1
29250,0
29251,0
29252,0
29253,0
29254,0
29255,1
29256,0
29257,0
29258,0
29259,1
29260,0
29261,0
29262,0
29263,0
29264,1
29265,0
29266,0
29267,0
29268,0
29269,1
29270,1
29271,0
29272,1
29273,0
29274,0
29275,1
29276,1
29277,0
29278,1
29279,0
29280,0
29281,0
29282,0
29283,0
29284,0
29285,0
29286,0
29287,0
29288,0
29289,0
29290,1
29291,1
29292,1
29293,1
29294,0
29295,1
29296,1
29297,0
29298,0
29299,1
29300,0
29301,1
29302,0
29303,0
29304,1
29305,0
29306,1
29307,1
29308,1
29309,0
29310,0
29311,0
29312,1
29313,0
29314,0
29315,1
29316,0
29317,0
29318,1
29319,1
29320,0
29321,0
29322,1
29323,0
29324,0
29325,0
29326,0
29327,1
29328,1
29329,1
29330,0
29331,0
29332,1
29333,0
29334,0
29335,0
29336,0
29337,1
29338,1
29339,0
29340,0
29341,0
29342,0
29343,0
29344,1
29345,0
29346,0
29347,0
29348,0
29349,0
29350,0
29351,0
29352,0
29353,0
29354,0
29355,1
29356,0
29357,0
29358,0
29359,0
29360,0
29361,1
29362,1
29363,0
29364,0
29365,1
29366,1
29367,0
