id,failure
27287,0.87
27288,0.93
27289,0.91
27290,0.95
27291,0.97
27292,0.89
27293,0.86
27294,0.93
27295,0.9
27296,0.99
27297,0.96
27298,0.87
27299,0.96
27300,0.94
27301,0.9
27302,0.92
27303,0.93
27304,0.95
27305,0.91
27306,0.97
27307,0.81
27308,0.92
27309,0.94
27310,0.87
27311,0.84
27312,0.88
27313,0.92
27314,0.9
27315,0.88
27316,0.9
27317,0.87
27318,0.87
27319,0.95
27320,0.85
27321,0.99
27322,0.9
27323,0.96
27324,0.96
27325,0.86
27326,0.92
27327,0.92
27328,0.9
27329,0.92
27330,0.97
27331,0.86
27332,0.95
27333,0.87
27334,0.92
27335,0.96
27336,1
27337,0.94
27338,0.91
27339,0.77
27340,0.98
27341,0.85
27342,0.96
27343,0.86
27344,0.9
27345,0.88
27346,0.97
27347,0.86
27348,0.78
27349,0.87
27350,0.93
27351,0.94
27352,0.89
27353,0.9
27354,0.97
27355,0.91
27356,0.99
27357,0.92
27358,0.81
27359,0.89
27360,0.89
27361,0.93
27362,0.97
27363,0.89
27364,0.91
27365,0.94
27366,0.96
27367,0.93
27368,0.86
27369,0.87
27370,0.92
27371,0.92
27372,0.85
27373,1
27374,0.88
27375,0.95
27376,0.95
27377,0.95
27378,0.92
27379,0.87
27380,0.99
27381,0.99
27382,0.91
27383,0.88
27384,0.95
27385,0.91
27386,0.86
27387,0.86
27388,0.98
27389,0.85
27390,0.91
27391,0.91
27392,0.98
27393,0.85
27394,0.94
27395,0.93
27396,0.96
27397,0.89
27398,0.92
27399,0.97
27400,0.91
27401,0.87
27402,0.96
27403,0.92
27404,0.99
27405,0.89
27406,0.84
27407,0.99
27408,0.88
27409,0.92
27410,0.89
27411,0.81
27412,0.99
27413,0.93
27414,0.92
27415,0.92
27416,0.9
27417,0.97
27418,0.8
27419,0.88
27420,0.88
27421,0.84
27422,0.98
27423,0.84
27424,0.93
27425,0.86
27426,0.79
27427,0.99
27428,0.9
27429,0.97
27430,0.89
27431,0.97
27432,0.77
27433,0.86
27434,0.91
27435,0.94
27436,0.97
27437,0.98
27438,0.86
27439,0.85
27440,0.91
27441,0.92
27442,0.95
27443,0.95
27444,0.84
27445,0.96
27446,0.97
27447,0.86
27448,0.89
27449,0.94
27450,0.89
27451,0.97
27452,0.9
27453,0.98
27454,0.95
27455,0.87
27456,0.96
27457,0.95
27458,0.87
27459,0.92
27460,0.93
27461,0.96
27462,0.91
27463,0.8
27464,0.98
27465,0.99
27466,0.93
27467,0.91
27468,0.96
27469,0.91
27470,0.8
27471,0.97
27472,0.88
27473,0.9
27474,0.89
27475,0.93
27476,0.9
27477,0.93
27478,0.93
27479,0.96
27480,0.93
27481,0.95
27482,0.94
27483,0.92
27484,0.88
27485,0.89
27486,0.84
27487,0.75
27488,0.9
27489,0.78
27490,0.93
27491,0.99
27492,0.82
27493,0.89
27494,1
27495,0.97
27496,0.94
27497,0.89
27498,0.95
27499,0.98
27500,0.88
27501,0.98
27502,0.83
27503,0.98
27504,0.94
27505,0.9
27506,0.92
27507,0.85
27508,0.89
27509,0.88
27510,0.88
27511,0.9
27512,0.94
27513,0.88
27514,1
27515,0.95
27516,0.94
27517,0.84
27518,0.9
27519,0.98
27520,0.88
27521,0.89
27522,0.96
27523,0.99
27524,0.94
27525,0.86
27526,0.82
27527,0.92
27528,0.96
27529,0.89
27530,0.89
27531,0.89
27532,0.91
27533,0.93
27534,0.85
27535,0.94
27536,0.98
27537,0.97
27538,0.89
27539,0.89
27540,0.94
27541,0.87
27542,0.97
27543,0.89
27544,0.87
27545,0.95
27546,0.91
27547,0.9
27548,0.99
27549,0.93
27550,0.87
27551,0.88
27552,0.96
27553,0.98
27554,0.79
27555,0.92
27556,0.91
27557,0.96
27558,0.98
27559,0.98
27560,0.87
27561,0.93
27562,0.92
27563,0.89
27564,0.94
27565,0.97
27566,0.86
27567,0.97
27568,0.91
27569,0.88
27570,0.84
27571,0.97
27572,0.96
27573,0.87
27574,0.88
27575,0.88
27576,1
27577,0.92
27578,0.96
27579,0.98
27580,0.89
27581,0.9
27582,0.99
27583,0.88
27584,0.88
27585,0.83
27586,0.92
27587,0.99
27588,0.96
27589,0.93
27590,0.88
27591,0.91
27592,0.93
27593,0.96
27594,0.85
27595,0.97
27596,0.85
27597,0.94
27598,0.95
27599,0.95
27600,0.93
27601,0.82
27602,0.84
27603,0.95
27604,0.96
27605,0.81
27606,0.83
27607,0.94
27608,0.92
27609,0.96
27610,0.94
27611,0.96
27612,0.89
27613,0.91
27614,0.93
27615,0.86
27616,0.86
27617,0.98
27618,0.88
27619,0.94
27620,0.96
27621,0.9
27622,0.93
27623,0.88
27624,0.92
27625,0.91
27626,0.97
27627,1
27628,0.94
27629,0.82
27630,0.94
27631,0.97
27632,0.92
27633,0.92
27634,0.94
27635,0.96
27636,0.8
27637,0.89
27638,0.96
27639,0.97
27640,0.91
27641,0.88
27642,0.85
27643,0.96
27644,0.88
27645,0.97
27646,0.93
27647,0.99
27648,0.91
27649,0.95
27650,0.9
27651,0.92
27652,0.97
27653,0.9
27654,0.99
27655,0.95
27656,0.97
27657,0.96
27658,0.94
27659,0.96
27660,0.94
27661,0.98
27662,0.99
27663,0.83
27664,0.98
27665,0.95
27666,0.98
27667,0.98
27668,0.9
27669,1
27670,0.95
27671,0.92
27672,0.87
27673,0.9
27674,0.94
27675,0.95
27676,0.97
27677,0.85
27678,0.95
27679,0.91
27680,0.95
27681,0.98
27682,0.89
27683,0.96
27684,0.98
27685,0.83
27686,0.91
27687,0.94
27688,0.97
27689,0.93
27690,0.94
27691,0.83
27692,0.9
27693,0.94
27694,0.94
27695,0.89
27696,0.92
27697,0.9
27698,0.91
27699,0.89
27700,0.92
27701,0.89
27702,0.93
27703,0.88
27704,0.94
27705,0.94
27706,0.9
27707,0.98
27708,0.98
27709,0.85
27710,0.98
27711,0.91
27712,0.9
27713,0.98
27714,0.94
27715,0.78
27716,0.94
27717,0.88
27718,0.98
27719,0.89
27720,0.93
27721,0.95
27722,0.92
27723,0.93
27724,0.81
27725,0.85
27726,1
27727,0.88
27728,0.82
27729,0.96
27730,0.97
27731,0.86
27732,0.9
27733,0.84
27734,0.94
27735,0.87
27736,0.72
27737,0.89
27738,0.84
27739,0.94
27740,0.87
27741,0.96
27742,0.87
27743,0.92
27744,1
27745,0.99
27746,0.93
27747,0.85
27748,0.91
27749,0.95
27750,0.89
27751,0.92
27752,0.96
27753,0.85
27754,0.87
27755,0.92
27756,0.93
27757,0.88
27758,0.96
27759,0.98
27760,0.94
27761,0.98
27762,0.88
27763,0.88
27764,0.94
27765,0.97
27766,0.85
27767,0.96
27768,0.96
27769,0.87
27770,0.98
27771,0.85
27772,0.86
27773,0.9
27774,0.87
27775,0.89
27776,0.93
27777,0.91
27778,0.88
27779,0.81
27780,0.91
27781,0.95
27782,0.81
27783,0.88
27784,0.9
27785,0.95
27786,0.93
27787,0.98
27788,0.95
27789,0.96
27790,0.96
27791,0.85
27792,0.82
27793,0.93
27794,0.99
27795,0.95
27796,0.95
27797,0.97
27798,0.98
27799,0.89
27800,0.97
27801,0.96
27802,0.91
27803,0.95
27804,0.84
27805,0.87
27806,0.84
27807,0.86
27808,0.96
27809,0.97
27810,0.96
27811,0.93
27812,0.86
27813,0.85
27814,0.96
27815,0.98
27816,0.97
27817,0.82
27818,0.92
27819,0.94
27820,0.89
27821,0.94
27822,0.97
27823,0.87
27824,0.92
27825,0.93
27826,0.86
27827,0.98
27828,0.89
27829,0.96
27830,0.87
27831,0.88
27832,0.96
27833,0.96
27834,0.87
27835,0.96
27836,0.92
27837,0.87
27838,0.98
27839,0.92
27840,0.98
27841,0.9
27842,0.96
27843,0.81
27844,0.98
27845,0.99
27846,0.95
27847,0.93
27848,0.96
27849,0.94
27850,0.98
27851,0.93
27852,0.93
27853,0.97
27854,0.94
27855,0.94
27856,0.97
27857,0.86
27858,0.9
27859,0.99
27860,0.9
27861,0.89
27862,0.9
27863,0.97
27864,0.99
27865,0.96
27866,0.96
27867,0.88
27868,0.96
27869,0.83
27870,0.93
27871,0.91
27872,0.94
27873,0.94
27874,0.91
27875,0.95
27876,0.87
27877,0.99
27878,0.94
27879,0.92
27880,0.89
27881,0.88
27882,0.82
27883,0.94
27884,0.92
27885,0.88
27886,0.96
27887,0.88
27888,0.92
27889,0.93
27890,0.98
27891,0.94
27892,0.99
27893,0.9
27894,0.94
27895,0.94
27896,0.99
27897,0.96
27898,0.83
27899,0.98
27900,0.9
27901,0.94
27902,0.95
27903,0.89
27904,0.92
27905,0.93
27906,0.87
27907,0.85
27908,0.89
27909,0.87
27910,0.93
27911,0.91
27912,0.95
27913,0.94
27914,0.83
27915,0.9
27916,0.86
27917,0.88
27918,0.92
27919,0.83
27920,0.89
27921,0.95
27922,0.92
27923,0.82
27924,0.87
27925,0.93
27926,0.88
27927,0.87
27928,0.94
27929,0.86
27930,0.95
27931,0.99
27932,0.84
27933,0.99
27934,0.88
27935,0.99
27936,0.77
27937,0.97
27938,0.94
27939,0.91
27940,0.8
27941,0.91
27942,0.98
27943,0.92
27944,0.9
27945,0.94
27946,0.98
27947,0.91
27948,0.85
27949,0.99
27950,0.86
27951,0.88
27952,0.99
27953,0.93
27954,0.81
27955,0.85
27956,0.89
27957,0.91
27958,0.82
27959,0.87
27960,0.94
27961,1
27962,1
27963,0.93
27964,0.99
27965,0.9
27966,0.88
27967,0.95
27968,0.85
27969,0.98
27970,0.97
27971,0.92
27972,0.92
27973,0.87
27974,0.9
27975,0.94
27976,0.94
27977,0.78
27978,0.95
27979,0.89
27980,0.91
27981,0.92
27982,0.89
27983,0.92
27984,0.81
27985,0.88
27986,0.94
27987,0.81
27988,0.93
27989,0.97
27990,0.95
27991,1
27992,0.97
27993,0.9
27994,0.93
27995,0.84
27996,0.89
27997,0.91
27998,0.93
27999,0.96
28000,0.85
28001,0.92
28002,0.88
28003,0.95
28004,0.97
28005,0.99
28006,0.95
28007,0.9
28008,0.95
28009,0.98
28010,0.91
28011,0.96
28012,0.93
28013,0.92
28014,0.9
28015,0.92
28016,0.97
28017,0.95
28018,1
28019,0.81
28020,0.97
28021,0.92
28022,0.93
28023,0.92
28024,0.86
28025,0.93
28026,0.85
28027,0.97
28028,0.88
28029,0.95
28030,0.92
28031,0.9
28032,0.96
28033,0.97
28034,1
28035,0.99
28036,0.89
28037,0.95
28038,0.98
28039,0.97
28040,0.96
28041,0.97
28042,0.89
28043,0.93
28044,1
28045,0.9
28046,0.96
28047,0.97
28048,0.96
28049,0.93
28050,0.98
28051,1
28052,1
28053,0.97
28054,0.9
28055,0.85
28056,0.96
28057,0.9
28058,0.9
28059,0.9
28060,0.94
28061,0.91
28062,0.95
28063,0.91
28064,0.94
28065,0.9
28066,0.79
28067,0.94
28068,0.84
28069,0.95
28070,0.92
28071,0.86
28072,0.9
28073,1
28074,0.82
28075,0.91
28076,0.94
28077,0.93
28078,0.94
28079,0.94
28080,0.91
28081,0.96
28082,0.95
28083,0.92
28084,0.94
28085,0.75
28086,0.96
28087,0.9
28088,0.95
28089,0.88
28090,0.91
28091,0.96
28092,0.91
28093,0.85
28094,0.95
28095,0.97
28096,0.89
28097,0.93
28098,0.79
28099,0.96
28100,0.93
28101,0.88
28102,0.92
28103,0.97
28104,0.95
28105,1
28106,0.93
28107,0.9
28108,0.96
28109,0.84
28110,0.91
28111,0.94
28112,0.91
28113,0.97
28114,0.97
28115,0.84
28116,0.99
28117,0.96
28118,0.91
28119,0.97
28120,0.97
28121,0.83
28122,0.85
28123,0.97
28124,0.89
28125,0.97
28126,0.92
28127,0.95
28128,0.89
28129,0.91
28130,0.97
28131,0.94
28132,0.87
28133,0.97
28134,0.96
28135,0.94
28136,0.97
28137,0.99
28138,0.84
28139,0.93
28140,0.87
28141,0.86
28142,0.91
28143,1
28144,0.95
28145,0.87
28146,0.88
28147,0.95
28148,0.93
28149,0.9
28150,0.88
28151,0.85
28152,1
28153,0.86
28154,0.95
28155,0.99
28156,0.96
28157,0.86
28158,0.9
28159,0.79
28160,0.83
28161,0.89
28162,0.88
28163,0.91
28164,0.69
28165,0.97
28166,0.96
28167,0.93
28168,0.91
28169,0.96
28170,0.95
28171,0.92
28172,0.92
28173,1
28174,0.89
28175,0.89
28176,0.89
28177,0.96
28178,0.91
28179,0.84
28180,0.8
28181,0.92
28182,0.96
28183,0.98
28184,0.93
28185,0.89
28186,0.95
28187,0.91
28188,0.95
28189,0.87
28190,0.93
28191,0.95
28192,0.98
28193,0.91
28194,0.87
28195,0.91
28196,0.95
28197,0.89
28198,0.93
28199,0.98
28200,0.91
28201,0.94
28202,0.93
28203,0.95
28204,0.95
28205,0.93
28206,0.86
28207,0.97
28208,0.95
28209,0.88
28210,0.91
28211,0.98
28212,0.93
28213,0.83
28214,0.93
28215,0.93
28216,0.99
28217,0.86
28218,0.94
28219,0.92
28220,0.99
28221,0.91
28222,0.83
28223,0.88
28224,0.96
28225,0.95
28226,0.96
28227,0.95
28228,1
28229,0.9
28230,0.87
28231,0.93
28232,0.87
28233,0.89
28234,0.94
28235,0.92
28236,0.88
28237,0.98
28238,0.9
28239,0.95
28240,0.91
28241,0.94
28242,0.91
28243,0.91
28244,0.92
28245,0.95
28246,0.99
28247,0.9
28248,0.95
28249,0.96
28250,0.96
28251,0.88
28252,0.93
28253,0.85
28254,0.84
28255,0.81
28256,0.88
28257,0.9
28258,0.9
28259,0.9
28260,0.85
28261,0.75
28262,1
28263,0.89
28264,0.96
28265,0.88
28266,0.89
28267,0.91
28268,0.94
28269,0.97
28270,0.97
28271,0.95
28272,0.91
28273,0.87
28274,0.88
28275,0.96
28276,0.92
28277,0.95
28278,0.86
28279,0.99
28280,0.8
28281,0.95
28282,0.98
28283,0.97
28284,0.94
28285,0.97
28286,0.99
28287,0.92
28288,0.89
28289,0.96
28290,0.88
28291,0.94
28292,0.92
28293,0.85
28294,0.89
28295,0.98
28296,0.92
28297,0.85
28298,0.91
28299,0.78
28300,0.92
28301,0.98
28302,0.91
28303,0.94
28304,0.94
28305,0.94
28306,0.97
28307,1
28308,0.92
28309,0.92
28310,0.78
28311,0.98
28312,0.93
28313,0.93
28314,0.89
28315,0.88
28316,0.96
28317,0.89
28318,0.84
28319,0.88
28320,0.92
28321,0.93
28322,0.87
28323,0.96
28324,0.99
28325,0.89
28326,0.93
28327,0.87
28328,0.86
28329,0.89
28330,0.92
28331,0.94
28332,0.97
28333,0.85
28334,0.94
28335,0.96
28336,0.9
28337,0.88
28338,0.95
28339,0.93
28340,0.9
28341,0.9
28342,0.82
28343,0.94
28344,0.97
28345,0.97
28346,0.9
28347,0.84
28348,0.96
28349,0.88
28350,0.87
28351,0.91
28352,0.94
28353,0.89
28354,0.99
28355,0.89
28356,0.9
28357,0.95
28358,0.95
28359,0.94
28360,0.88
28361,0.9
28362,0.98
28363,0.92
28364,0.9
28365,0.96
28366,0.97
28367,0.9
28368,0.97
28369,0.94
28370,0.93
28371,0.96
28372,0.99
28373,1
28374,0.9
28375,0.86
28376,0.93
28377,0.93
28378,0.96
28379,0.95
28380,0.91
28381,0.94
28382,0.84
28383,0.86
28384,0.89
28385,0.98
28386,0.97
28387,0.91
28388,0.88
28389,0.9
28390,0.81
28391,0.9
28392,0.89
28393,0.81
28394,0.97
28395,0.87
28396,0.93
28397,0.88
28398,0.93
28399,0.93
28400,0.83
28401,0.91
28402,0.94
28403,0.86
28404,0.84
28405,0.94
28406,0.88
28407,0.86
28408,0.86
28409,0.92
28410,0.98
28411,0.99
28412,0.88
28413,0.94
28414,0.97
28415,0.99
28416,0.97
28417,0.9
28418,0.93
28419,0.91
28420,0.89
28421,0.98
28422,0.96
28423,0.91
28424,0.98
28425,0.86
28426,0.97
28427,0.92
28428,0.88
28429,0.95
28430,0.89
28431,0.93
28432,0.88
28433,0.96
28434,0.94
28435,0.82
28436,0.99
28437,0.83
28438,0.97
28439,0.98
28440,0.92
28441,0.9
28442,0.88
28443,0.95
28444,0.89
28445,0.92
28446,0.9
28447,0.94
28448,0.89
28449,0.92
28450,0.89
28451,0.84
28452,0.89
28453,0.84
28454,0.94
28455,0.91
28456,0.96
28457,0.96
28458,0.92
28459,0.9
28460,0.82
28461,0.89
28462,0.92
28463,0.9
28464,0.99
28465,0.99
28466,0.98
28467,0.96
28468,0.87
28469,0.89
28470,0.91
28471,0.92
28472,0.98
28473,0.93
28474,0.92
28475,0.87
28476,0.96
28477,0.94
28478,0.97
28479,0.97
28480,0.83
28481,0.84
28482,0.85
28483,0.97
28484,0.86
28485,0.95
28486,0.93
28487,0.89
28488,0.86
28489,0.83
28490,0.84
28491,0.93
28492,0.9
28493,0.83
28494,0.95
28495,0.88
28496,0.89
28497,0.97
28498,0.93
28499,0.91
28500,0.98
28501,0.97
28502,0.95
28503,0.94
28504,0.91
28505,0.85
28506,0.91
28507,0.95
28508,0.89
28509,0.94
28510,0.91
28511,0.86
28512,0.9
28513,0.86
28514,0.84
28515,0.91
28516,1
28517,0.98
28518,0.91
28519,0.98
28520,0.91
28521,0.93
28522,0.94
28523,0.95
28524,0.93
28525,0.88
28526,0.91
28527,0.94
28528,0.96
28529,0.86
28530,0.94
28531,0.85
28532,0.83
28533,0.89
28534,0.88
28535,0.9
28536,0.9
28537,0.91
28538,0.77
28539,0.88
28540,0.94
28541,0.96
28542,0.87
28543,0.88
28544,0.98
28545,0.93
28546,0.98
28547,0.9
28548,0.91
28549,0.92
28550,0.94
28551,0.93
28552,0.98
28553,0.81
28554,0.89
28555,0.93
28556,0.86
28557,0.92
28558,0.92
28559,0.98
28560,0.94
28561,0.86
28562,0.94
28563,0.9
28564,0.89
28565,0.9
28566,0.92
28567,0.91
28568,0.94
28569,0.76
28570,0.96
28571,0.96
28572,0.93
28573,0.96
28574,0.95
28575,0.92
28576,0.87
28577,0.91
28578,0.99
28579,0.95
28580,0.87
