row_id,num_sold
70372,108
70373,108
70374,108
70375,108
70376,108
70377,108
70378,108
70379,108
70380,108
70381,108
70382,108
70383,108
70384,108
70385,108
70386,108
70387,108
70388,108
70389,108
70390,108
70391,108
70392,108
70393,108
70394,108
70395,108
70396,108
70397,108
70398,108
70399,108
70400,108
70401,108
70402,108
70403,108
70404,108
70405,108
70406,108
70407,108
70408,108
70409,108
70410,108
70411,108
70412,108
70413,108
70414,108
70415,108
70416,108
70417,108
70418,108
70419,108
70420,108
70421,108
70422,108
70423,108
70424,108
70425,108
70426,108
70427,108
70428,108
70429,108
70430,108
70431,108
70432,108
70433,108
70434,108
70435,108
70436,108
70437,108
70438,108
70439,108
70440,108
70441,108
70442,108
70443,108
70444,108
70445,108
70446,108
70447,108
70448,108
70449,108
70450,108
70451,108
70452,108
70453,108
70454,108
70455,108
70456,108
70457,108
70458,108
70459,108
70460,108
70461,108
70462,108
70463,108
70464,108
70465,108
70466,108
70467,108
70468,108
70469,108
70470,108
70471,108
70472,108
70473,108
70474,108
70475,108
70476,108
70477,108
70478,108
70479,108
70480,108
70481,108
70482,108
70483,108
70484,108
70485,108
70486,108
70487,108
70488,108
70489,108
70490,108
70491,108
70492,108
70493,108
70494,108
70495,108
70496,108
70497,108
70498,108
70499,108
70500,108
70501,108
70502,108
70503,108
70504,108
70505,108
70506,108
70507,108
70508,108
70509,108
70510,108
70511,108
70512,108
70513,108
70514,108
70515,108
70516,108
70517,108
70518,108
70519,108
70520,108
70521,108
70522,108
70523,108
70524,108
70525,108
70526,108
70527,108
70528,108
70529,108
70530,108
70531,108
70532,108
70533,108
70534,108
70535,108
70536,108
70537,108
70538,108
70539,108
70540,108
70541,108
70542,108
70543,108
70544,108
70545,108
70546,108
70547,108
70548,108
70549,108
70550,108
70551,108
70552,108
70553,108
70554,108
70555,108
70556,108
70557,108
70558,108
70559,108
70560,108
70561,108
70562,108
70563,108
70564,108
70565,108
70566,108
70567,108
70568,108
70569,108
70570,108
70571,108
70572,108
70573,108
70574,108
70575,108
70576,108
70577,108
70578,108
70579,108
70580,108
70581,108
70582,108
70583,108
70584,108
70585,108
70586,108
70587,108
70588,108
70589,108
70590,108
70591,108
70592,108
70593,108
70594,108
70595,108
70596,108
70597,108
70598,108
70599,108
70600,108
70601,108
70602,108
70603,108
70604,108
70605,108
70606,108
70607,108
70608,108
70609,108
70610,108
70611,108
70612,108
70613,108
70614,108
70615,108
70616,108
70617,108
70618,108
70619,108
70620,108
70621,108
70622,108
70623,108
70624,108
70625,108
70626,108
70627,108
70628,108
70629,108
70630,108
70631,108
70632,108
70633,108
70634,108
70635,108
70636,108
70637,108
70638,108
70639,108
70640,108
70641,108
70642,108
70643,108
70644,108
70645,108
70646,108
70647,108
70648,108
70649,108
70650,108
70651,108
70652,108
70653,108
70654,108
70655,108
70656,108
70657,108
70658,108
70659,108
70660,108
70661,108
70662,108
70663,108
70664,108
70665,108
70666,108
70667,108
70668,108
70669,108
70670,108
70671,108
70672,108
70673,108
70674,108
70675,108
70676,108
70677,108
70678,108
70679,108
70680,108
70681,108
70682,108
70683,108
70684,108
70685,108
70686,108
70687,108
70688,108
70689,108
70690,108
70691,108
70692,108
70693,108
70694,108
70695,108
70696,108
70697,108
70698,108
70699,108
70700,108
70701,108
70702,108
70703,108
70704,108
70705,108
70706,108
70707,108
70708,108
70709,108
70710,108
70711,108
70712,108
70713,108
70714,108
70715,108
70716,108
70717,108
70718,108
70719,108
70720,108
70721,108
70722,108
70723,108
70724,108
70725,108
70726,108
70727,108
70728,108
70729,108
70730,108
70731,108
70732,108
70733,108
70734,108
70735,108
70736,108
70737,108
70738,108
70739,108
70740,108
70741,108
70742,108
70743,108
70744,108
70745,108
70746,108
70747,108
70748,108
70749,108
70750,108
70751,108
70752,108
70753,108
70754,108
70755,108
70756,108
70757,108
70758,108
70759,108
70760,108
70761,108
70762,108
70763,108
70764,108
70765,108
70766,108
70767,108
70768,108
70769,108
70770,108
70771,108
70772,108
70773,108
70774,108
70775,108
70776,108
70777,108
70778,108
70779,108
70780,108
70781,108
70782,108
70783,108
70784,108
70785,108
70786,108
70787,108
70788,108
70789,108
70790,108
70791,108
70792,108
70793,108
70794,108
70795,108
70796,108
70797,108
70798,108
70799,108
70800,108
70801,108
70802,108
70803,108
70804,108
70805,108
70806,108
70807,108
70808,108
70809,108
70810,108
70811,108
70812,108
70813,108
70814,108
70815,108
70816,108
70817,108
70818,108
70819,108
70820,108
70821,108
70822,108
70823,108
70824,108
70825,108
70826,108
70827,108
70828,108
70829,108
70830,108
70831,108
70832,108
70833,108
70834,108
70835,108
70836,108
70837,108
70838,108
70839,108
70840,108
70841,108
70842,108
70843,108
70844,108
70845,108
70846,108
70847,108
70848,108
70849,108
70850,108
70851,108
70852,108
70853,108
70854,108
70855,108
70856,108
70857,108
70858,108
70859,108
70860,108
70861,108
70862,108
70863,108
70864,108
70865,108
70866,108
70867,108
70868,108
70869,108
70870,108
70871,108
70872,108
70873,108
70874,108
70875,108
70876,108
70877,108
70878,108
70879,108
70880,108
70881,108
70882,108
70883,108
70884,108
70885,108
70886,108
70887,108
70888,108
70889,108
70890,108
70891,108
70892,108
70893,108
70894,108
70895,108
70896,108
70897,108
70898,108
70899,108
70900,108
70901,108
70902,108
70903,108
70904,108
70905,108
70906,108
70907,108
70908,108
70909,108
70910,108
70911,108
70912,108
70913,108
70914,108
70915,108
70916,108
70917,108
70918,108
70919,108
70920,108
70921,108
70922,108
70923,108
70924,108
70925,108
70926,108
70927,108
70928,108
70929,108
70930,108
70931,108
70932,108
70933,108
70934,108
70935,108
70936,108
70937,108
70938,108
70939,108
70940,108
70941,108
70942,108
70943,108
70944,108
70945,108
70946,108
70947,108
70948,108
70949,108
70950,108
70951,108
70952,108
70953,108
70954,108
70955,108
70956,108
70957,108
70958,108
70959,108
70960,108
70961,108
70962,108
70963,108
70964,108
70965,108
70966,108
70967,108
70968,108
70969,108
70970,108
70971,108
70972,108
70973,108
70974,108
70975,108
70976,108
70977,108
70978,108
70979,108
70980,108
70981,108
70982,108
70983,108
70984,108
70985,108
70986,108
70987,108
70988,108
70989,108
70990,108
70991,108
70992,108
70993,108
70994,108
70995,108
70996,108
70997,108
70998,108
70999,108
71000,108
71001,108
71002,108
71003,108
71004,108
71005,108
71006,108
71007,108
71008,108
71009,108
71010,108
71011,108
71012,108
71013,108
71014,108
71015,108
71016,108
71017,108
71018,108
71019,108
71020,108
71021,108
71022,108
71023,108
71024,108
71025,108
71026,108
71027,108
71028,108
71029,108
71030,108
71031,108
71032,108
71033,108
71034,108
71035,108
71036,108
71037,108
71038,108
71039,108
71040,108
71041,108
71042,108
71043,108
71044,108
71045,108
71046,108
71047,108
71048,108
71049,108
71050,108
71051,108
71052,108
71053,108
71054,108
71055,108
71056,108
71057,108
71058,108
71059,108
71060,108
71061,108
71062,108
71063,108
71064,108
71065,108
71066,108
71067,108
71068,108
71069,108
71070,108
71071,108
71072,108
71073,108
71074,108
71075,108
71076,108
71077,108
71078,108
71079,108
71080,108
71081,108
71082,108
71083,108
71084,108
71085,108
71086,108
71087,108
71088,108
71089,108
71090,108
71091,108
71092,108
71093,108
71094,108
71095,108
71096,108
71097,108
71098,108
71099,108
71100,108
71101,108
71102,108
71103,108
71104,108
71105,108
71106,108
71107,108
71108,108
71109,108
71110,108
71111,108
71112,108
71113,108
71114,108
71115,108
71116,108
71117,108
71118,108
71119,108
71120,108
71121,108
71122,108
71123,108
71124,108
71125,108
71126,108
71127,108
71128,108
71129,108
71130,108
71131,108
71132,108
71133,108
71134,108
71135,108
71136,108
71137,108
71138,108
71139,108
71140,108
71141,108
71142,108
71143,108
71144,108
71145,108
71146,108
71147,108
71148,108
71149,108
71150,108
71151,108
71152,108
71153,108
71154,108
71155,108
71156,108
71157,108
71158,108
71159,108
71160,108
71161,108
71162,108
71163,108
71164,108
71165,108
71166,108
71167,108
71168,108
71169,108
71170,108
71171,108
71172,108
71173,108
71174,108
71175,108
71176,108
71177,108
71178,108
71179,108
71180,108
71181,108
71182,108
71183,108
71184,108
71185,108
71186,108
71187,108
71188,108
71189,108
71190,108
71191,108
71192,108
71193,108
71194,108
71195,108
71196,108
71197,108
71198,108
71199,108
71200,108
71201,108
71202,108
71203,108
71204,108
71205,108
71206,108
71207,108
71208,108
71209,108
71210,108
71211,108
71212,108
71213,108
71214,108
71215,108
71216,108
71217,108
71218,108
71219,108
71220,108
71221,108
71222,108
71223,108
71224,108
71225,108
71226,108
71227,108
71228,108
71229,108
71230,108
71231,108
71232,108
71233,108
71234,108
71235,108
71236,108
71237,108
71238,108
71239,108
71240,108
71241,108
71242,108
71243,108
71244,108
71245,108
71246,108
71247,108
71248,108
71249,108
71250,108
71251,108
71252,108
71253,108
71254,108
71255,108
71256,108
71257,108
71258,108
71259,108
71260,108
71261,108
71262,108
71263,108
71264,108
71265,108
71266,108
71267,108
71268,108
71269,108
71270,108
71271,108
71272,108
71273,108
71274,108
71275,108
71276,108
71277,108
71278,108
71279,108
71280,108
71281,108
71282,108
71283,108
71284,108
71285,108
71286,108
71287,108
71288,108
71289,108
71290,108
71291,108
71292,108
71293,108
71294,108
71295,108
71296,108
71297,108
71298,108
71299,108
71300,108
71301,108
71302,108
71303,108
71304,108
71305,108
71306,108
71307,108
71308,108
71309,108
71310,108
71311,108
71312,108
71313,108
71314,108
71315,108
71316,108
71317,108
71318,108
71319,108
71320,108
71321,108
71322,108
71323,108
71324,108
71325,108
71326,108
71327,108
71328,108
71329,108
71330,108
71331,108
71332,108
71333,108
71334,108
71335,108
71336,108
71337,108
71338,108
71339,108
71340,108
71341,108
71342,108
71343,108
71344,108
71345,108
71346,108
71347,108
71348,108
71349,108
71350,108
71351,108
71352,108
71353,108
71354,108
71355,108
71356,108
71357,108
71358,108
71359,108
71360,108
71361,108
71362,108
71363,108
71364,108
71365,108
71366,108
71367,108
71368,108
71369,108
71370,108
71371,108
71372,108
71373,108
71374,108
71375,108
71376,108
71377,108
71378,108
71379,108
71380,108
71381,108
71382,108
71383,108
71384,108
71385,108
71386,108
71387,108
71388,108
71389,108
71390,108
71391,108
71392,108
71393,108
71394,108
71395,108
71396,108
71397,108
71398,108
71399,108
71400,108
71401,108
71402,108
71403,108
71404,108
71405,108
71406,108
71407,108
71408,108
71409,108
71410,108
71411,108
71412,108
71413,108
71414,108
71415,108
71416,108
71417,108
71418,108
71419,108
71420,108
71421,108
71422,108
71423,108
71424,108
71425,108
71426,108
71427,108
71428,108
71429,108
71430,108
71431,108
71432,108
71433,108
71434,108
71435,108
71436,108
71437,108
71438,108
71439,108
71440,108
71441,108
71442,108
71443,108
71444,108
71445,108
71446,108
71447,108
71448,108
71449,108
71450,108
71451,108
71452,108
71453,108
71454,108
71455,108
71456,108
71457,108
71458,108
71459,108
71460,108
71461,108
71462,108
71463,108
71464,108
71465,108
71466,108
71467,108
71468,108
71469,108
71470,108
71471,108
71472,108
71473,108
71474,108
71475,108
71476,108
71477,108
71478,108
71479,108
71480,108
71481,108
71482,108
71483,108
71484,108
71485,108
71486,108
71487,108
71488,108
71489,108
71490,108
71491,108
71492,108
71493,108
71494,108
71495,108
71496,108
71497,108
71498,108
71499,108
71500,108
71501,108
71502,108
71503,108
71504,108
71505,108
71506,108
71507,108
71508,108
71509,108
71510,108
71511,108
71512,108
71513,108
71514,108
71515,108
71516,108
71517,108
71518,108
71519,108
71520,108
71521,108
71522,108
71523,108
71524,108
71525,108
71526,108
71527,108
71528,108
71529,108
71530,108
71531,108
71532,108
71533,108
71534,108
71535,108
71536,108
71537,108
71538,108
71539,108
71540,108
71541,108
71542,108
71543,108
71544,108
71545,108
71546,108
71547,108
71548,108
71549,108
71550,108
71551,108
71552,108
71553,108
71554,108
71555,108
71556,108
71557,108
71558,108
71559,108
71560,108
71561,108
71562,108
71563,108
71564,108
71565,108
71566,108
71567,108
71568,108
71569,108
71570,108
71571,108
71572,108
71573,108
71574,108
71575,108
71576,108
71577,108
71578,108
71579,108
71580,108
71581,108
71582,108
71583,108
71584,108
71585,108
71586,108
71587,108
71588,108
71589,108
71590,108
71591,108
71592,108
71593,108
71594,108
71595,108
71596,108
71597,108
71598,108
71599,108
71600,108
71601,108
71602,108
71603,108
71604,108
71605,108
71606,108
71607,108
71608,108
71609,108
71610,108
71611,108
71612,108
71613,108
71614,108
71615,108
71616,108
71617,108
71618,108
71619,108
71620,108
71621,108
71622,108
71623,108
71624,108
71625,108
71626,108
71627,108
71628,108
71629,108
71630,108
71631,108
71632,108
71633,108
71634,108
71635,108
71636,108
71637,108
71638,108
71639,108
71640,108
71641,108
71642,108
71643,108
71644,108
71645,108
71646,108
71647,108
71648,108
71649,108
71650,108
71651,108
71652,108
71653,108
71654,108
71655,108
71656,108
71657,108
71658,108
71659,108
71660,108
71661,108
71662,108
71663,108
71664,108
71665,108
71666,108
71667,108
71668,108
71669,108
71670,108
71671,108
71672,108
71673,108
71674,108
71675,108
71676,108
71677,108
71678,108
71679,108
71680,108
71681,108
71682,108
71683,108
71684,108
71685,108
71686,108
71687,108
71688,108
71689,108
71690,108
71691,108
71692,108
71693,108
71694,108
71695,108
71696,108
71697,108
71698,108
71699,108
71700,108
71701,108
71702,108
71703,108
71704,108
71705,108
71706,108
71707,108
71708,108
71709,108
71710,108
71711,108
71712,108
71713,108
71714,108
71715,108
71716,108
71717,108
71718,108
71719,108
71720,108
71721,108
71722,108
71723,108
71724,108
71725,108
71726,108
71727,108
71728,108
71729,108
71730,108
71731,108
71732,108
71733,108
71734,108
71735,108
71736,108
71737,108
71738,108
71739,108
71740,108
71741,108
71742,108
71743,108
71744,108
71745,108
71746,108
71747,108
71748,108
71749,108
71750,108
71751,108
71752,108
71753,108
71754,108
71755,108
71756,108
71757,108
71758,108
71759,108
71760,108
71761,108
71762,108
71763,108
71764,108
71765,108
71766,108
71767,108
71768,108
71769,108
71770,108
71771,108
71772,108
71773,108
71774,108
71775,108
71776,108
71777,108
71778,108
71779,108
71780,108
71781,108
71782,108
71783,108
71784,108
71785,108
71786,108
71787,108
71788,108
71789,108
71790,108
71791,108
71792,108
71793,108
71794,108
71795,108
71796,108
71797,108
71798,108
71799,108
71800,108
71801,108
71802,108
71803,108
71804,108
71805,108
71806,108
71807,108
71808,108
71809,108
71810,108
71811,108
71812,108
71813,108
71814,108
71815,108
71816,108
71817,108
71818,108
71819,108
71820,108
71821,108
71822,108
71823,108
71824,108
71825,108
71826,108
71827,108
71828,108
71829,108
71830,108
71831,108
71832,108
71833,108
71834,108
71835,108
71836,108
71837,108
71838,108
71839,108
71840,108
71841,108
71842,108
71843,108
71844,108
71845,108
71846,108
71847,108
71848,108
71849,108
71850,108
71851,108
71852,108
71853,108
71854,108
71855,108
71856,108
71857,108
71858,108
71859,108
71860,108
71861,108
71862,108
71863,108
71864,108
71865,108
71866,108
71867,108
71868,108
71869,108
71870,108
71871,108
71872,108
71873,108
71874,108
71875,108
71876,108
71877,108
71878,108
71879,108
71880,108
71881,108
71882,108
71883,108
71884,108
71885,108
71886,108
71887,108
71888,108
71889,108
71890,108
71891,108
71892,108
71893,108
71894,108
71895,108
71896,108
71897,108
71898,108
71899,108
71900,108
71901,108
71902,108
71903,108
71904,108
71905,108
71906,108
71907,108
71908,108
71909,108
71910,108
71911,108
71912,108
71913,108
71914,108
71915,108
71916,108
71917,108
71918,108
71919,108
71920,108
71921,108
71922,108
71923,108
71924,108
71925,108
71926,108
71927,108
71928,108
71929,108
71930,108
71931,108
71932,108
71933,108
71934,108
71935,108
71936,108
71937,108
71938,108
71939,108
71940,108
71941,108
71942,108
71943,108
71944,108
71945,108
71946,108
71947,108
71948,108
71949,108
71950,108
71951,108
71952,108
71953,108
71954,108
71955,108
71956,108
71957,108
71958,108
71959,108
71960,108
71961,108
71962,108
71963,108
71964,108
71965,108
71966,108
71967,108
71968,108
71969,108
71970,108
71971,108
71972,108
71973,108
71974,108
71975,108
71976,108
71977,108
71978,108
71979,108
71980,108
71981,108
71982,108
71983,108
71984,108
71985,108
71986,108
71987,108
71988,108
71989,108
71990,108
71991,108
71992,108
71993,108
71994,108
71995,108
71996,108
71997,108
71998,108
71999,108
72000,108
72001,108
72002,108
72003,108
72004,108
72005,108
72006,108
72007,108
72008,108
72009,108
72010,108
72011,108
72012,108
72013,108
72014,108
72015,108
72016,108
72017,108
72018,108
72019,108
72020,108
72021,108
72022,108
72023,108
72024,108
72025,108
72026,108
72027,108
72028,108
72029,108
72030,108
72031,108
72032,108
72033,108
72034,108
72035,108
72036,108
72037,108
72038,108
72039,108
72040,108
72041,108
72042,108
72043,108
72044,108
72045,108
72046,108
72047,108
72048,108
72049,108
72050,108
72051,108
72052,108
72053,108
72054,108
72055,108
72056,108
72057,108
72058,108
72059,108
72060,108
72061,108
72062,108
72063,108
72064,108
72065,108
72066,108
72067,108
72068,108
72069,108
72070,108
72071,108
72072,108
72073,108
72074,108
72075,108
72076,108
72077,108
72078,108
72079,108
72080,108
72081,108
72082,108
72083,108
72084,108
72085,108
72086,108
72087,108
72088,108
72089,108
72090,108
72091,108
72092,108
72093,108
72094,108
72095,108
72096,108
72097,108
72098,108
72099,108
72100,108
72101,108
72102,108
72103,108
72104,108
72105,108
72106,108
72107,108
72108,108
72109,108
72110,108
72111,108
72112,108
72113,108
72114,108
72115,108
72116,108
72117,108
72118,108
72119,108
72120,108
72121,108
72122,108
72123,108
72124,108
72125,108
72126,108
72127,108
72128,108
72129,108
72130,108
72131,108
72132,108
72133,108
72134,108
72135,108
72136,108
72137,108
72138,108
72139,108
72140,108
72141,108
72142,108
72143,108
72144,108
72145,108
72146,108
72147,108
72148,108
72149,108
72150,108
72151,108
72152,108
72153,108
72154,108
72155,108
72156,108
72157,108
72158,108
72159,108
72160,108
72161,108
72162,108
72163,108
72164,108
72165,108
72166,108
72167,108
72168,108
72169,108
72170,108
72171,108
72172,108
72173,108
72174,108
72175,108
72176,108
72177,108
72178,108
72179,108
72180,108
72181,108
72182,108
72183,108
72184,108
72185,108
72186,108
72187,108
72188,108
72189,108
72190,108
72191,108
72192,108
72193,108
72194,108
72195,108
72196,108
72197,108
72198,108
72199,108
72200,108
72201,108
72202,108
72203,108
72204,108
72205,108
72206,108
72207,108
72208,108
72209,108
72210,108
72211,108
72212,108
72213,108
72214,108
72215,108
72216,108
72217,108
72218,108
72219,108
72220,108
72221,108
72222,108
72223,108
72224,108
72225,108
72226,108
72227,108
72228,108
72229,108
72230,108
72231,108
72232,108
72233,108
72234,108
72235,108
72236,108
72237,108
72238,108
72239,108
72240,108
72241,108
72242,108
72243,108
72244,108
72245,108
72246,108
72247,108
72248,108
72249,108
72250,108
72251,108
72252,108
72253,108
72254,108
72255,108
72256,108
72257,108
72258,108
72259,108
72260,108
72261,108
72262,108
72263,108
72264,108
72265,108
72266,108
72267,108
72268,108
72269,108
72270,108
72271,108
72272,108
72273,108
72274,108
72275,108
72276,108
72277,108
72278,108
72279,108
72280,108
72281,108
72282,108
72283,108
72284,108
72285,108
72286,108
72287,108
72288,108
72289,108
72290,108
72291,108
72292,108
72293,108
72294,108
72295,108
72296,108
72297,108
72298,108
72299,108
72300,108
72301,108
72302,108
72303,108
72304,108
72305,108
72306,108
72307,108
72308,108
72309,108
72310,108
72311,108
72312,108
72313,108
72314,108
72315,108
72316,108
72317,108
72318,108
72319,108
72320,108
72321,108
72322,108
72323,108
72324,108
72325,108
72326,108
72327,108
72328,108
72329,108
72330,108
72331,108
72332,108
72333,108
72334,108
72335,108
72336,108
72337,108
72338,108
72339,108
72340,108
72341,108
72342,108
72343,108
72344,108
72345,108
72346,108
72347,108
72348,108
72349,108
72350,108
72351,108
72352,108
72353,108
72354,108
72355,108
72356,108
72357,108
72358,108
72359,108
72360,108
72361,108
72362,108
72363,108
72364,108
72365,108
72366,108
72367,108
72368,108
72369,108
72370,108
72371,108
72372,108
72373,108
72374,108
72375,108
72376,108
72377,108
72378,108
72379,108
72380,108
72381,108
72382,108
72383,108
72384,108
72385,108
72386,108
72387,108
72388,108
72389,108
72390,108
72391,108
72392,108
72393,108
72394,108
72395,108
72396,108
72397,108
72398,108
72399,108
72400,108
72401,108
72402,108
72403,108
72404,108
72405,108
72406,108
72407,108
72408,108
72409,108
72410,108
72411,108
72412,108
72413,108
72414,108
72415,108
72416,108
72417,108
72418,108
72419,108
72420,108
72421,108
72422,108
72423,108
72424,108
72425,108
72426,108
72427,108
72428,108
72429,108
72430,108
72431,108
72432,108
72433,108
72434,108
72435,108
72436,108
72437,108
72438,108
72439,108
72440,108
72441,108
72442,108
72443,108
72444,108
72445,108
72446,108
72447,108
72448,108
72449,108
72450,108
72451,108
72452,108
72453,108
72454,108
72455,108
72456,108
72457,108
72458,108
72459,108
72460,108
72461,108
72462,108
72463,108
72464,108
72465,108
72466,108
72467,108
72468,108
72469,108
72470,108
72471,108
72472,108
72473,108
72474,108
72475,108
72476,108
72477,108
72478,108
72479,108
72480,108
72481,108
72482,108
72483,108
72484,108
72485,108
72486,108
72487,108
72488,108
72489,108
72490,108
72491,108
72492,108
72493,108
72494,108
72495,108
72496,108
72497,108
72498,108
72499,108
72500,108
72501,108
72502,108
72503,108
72504,108
72505,108
72506,108
72507,108
72508,108
72509,108
72510,108
72511,108
72512,108
72513,108
72514,108
72515,108
72516,108
72517,108
72518,108
72519,108
72520,108
72521,108
72522,108
72523,108
72524,108
72525,108
72526,108
72527,108
72528,108
72529,108
72530,108
72531,108
72532,108
72533,108
72534,108
72535,108
72536,108
72537,108
72538,108
72539,108
72540,108
72541,108
72542,108
72543,108
72544,108
72545,108
72546,108
72547,108
72548,108
72549,108
72550,108
72551,108
72552,108
72553,108
72554,108
72555,108
72556,108
72557,108
72558,108
72559,108
72560,108
72561,108
72562,108
72563,108
72564,108
72565,108
72566,108
72567,108
72568,108
72569,108
72570,108
72571,108
72572,108
72573,108
72574,108
72575,108
72576,108
72577,108
72578,108
72579,108
72580,108
72581,108
72582,108
72583,108
72584,108
72585,108
72586,108
72587,108
72588,108
72589,108
72590,108
72591,108
72592,108
72593,108
72594,108
72595,108
72596,108
72597,108
72598,108
72599,108
72600,108
72601,108
72602,108
72603,108
72604,108
72605,108
72606,108
72607,108
72608,108
72609,108
72610,108
72611,108
72612,108
72613,108
72614,108
72615,108
72616,108
72617,108
72618,108
72619,108
72620,108
72621,108
72622,108
72623,108
72624,108
72625,108
72626,108
72627,108
72628,108
72629,108
72630,108
72631,108
72632,108
72633,108
72634,108
72635,108
72636,108
72637,108
72638,108
72639,108
72640,108
72641,108
72642,108
72643,108
72644,108
72645,108
72646,108
72647,108
72648,108
72649,108
72650,108
72651,108
72652,108
72653,108
72654,108
72655,108
72656,108
72657,108
72658,108
72659,108
72660,108
72661,108
72662,108
72663,108
72664,108
72665,108
72666,108
72667,108
72668,108
72669,108
72670,108
72671,108
72672,108
72673,108
72674,108
72675,108
72676,108
72677,108
72678,108
72679,108
72680,108
72681,108
72682,108
72683,108
72684,108
72685,108
72686,108
72687,108
72688,108
72689,108
72690,108
72691,108
72692,108
72693,108
72694,108
72695,108
72696,108
72697,108
72698,108
72699,108
72700,108
72701,108
72702,108
72703,108
72704,108
72705,108
72706,108
72707,108
72708,108
72709,108
72710,108
72711,108
72712,108
72713,108
72714,108
72715,108
72716,108
72717,108
72718,108
72719,108
72720,108
72721,108
72722,108
72723,108
72724,108
72725,108
72726,108
72727,108
72728,108
72729,108
72730,108
72731,108
72732,108
72733,108
72734,108
72735,108
72736,108
72737,108
72738,108
72739,108
72740,108
72741,108
72742,108
72743,108
72744,108
72745,108
72746,108
72747,108
72748,108
72749,108
72750,108
72751,108
72752,108
72753,108
72754,108
72755,108
72756,108
72757,108
72758,108
72759,108
72760,108
72761,108
72762,108
72763,108
72764,108
72765,108
72766,108
72767,108
72768,108
72769,108
72770,108
72771,108
72772,108
72773,108
72774,108
72775,108
72776,108
72777,108
72778,108
72779,108
72780,108
72781,108
72782,108
72783,108
72784,108
72785,108
72786,108
72787,108
72788,108
72789,108
72790,108
72791,108
72792,108
72793,108
72794,108
72795,108
72796,108
72797,108
72798,108
72799,108
72800,108
72801,108
72802,108
72803,108
72804,108
72805,108
72806,108
72807,108
72808,108
72809,108
72810,108
72811,108
72812,108
72813,108
72814,108
72815,108
72816,108
72817,108
72818,108
72819,108
72820,108
72821,108
72822,108
72823,108
72824,108
72825,108
72826,108
72827,108
72828,108
72829,108
72830,108
72831,108
72832,108
72833,108
72834,108
72835,108
72836,108
72837,108
72838,108
72839,108
72840,108
72841,108
72842,108
72843,108
72844,108
72845,108
72846,108
72847,108
72848,108
72849,108
72850,108
72851,108
72852,108
72853,108
72854,108
72855,108
72856,108
72857,108
72858,108
72859,108
72860,108
72861,108
72862,108
72863,108
72864,108
72865,108
72866,108
72867,108
72868,108
72869,108
72870,108
72871,108
72872,108
72873,108
72874,108
72875,108
72876,108
72877,108
72878,108
72879,108
72880,108
72881,108
72882,108
72883,108
72884,108
72885,108
72886,108
72887,108
72888,108
72889,108
72890,108
72891,108
72892,108
72893,108
72894,108
72895,108
72896,108
72897,108
72898,108
72899,108
72900,108
72901,108
72902,108
72903,108
72904,108
72905,108
72906,108
72907,108
72908,108
72909,108
72910,108
72911,108
72912,108
72913,108
72914,108
72915,108
72916,108
72917,108
72918,108
72919,108
72920,108
72921,108
72922,108
72923,108
